date,player,p_hr,appeared,hr,model_ver
2026-08-08,"Clement, Ernie",0.0932,1,0,
2026-08-08,"Lee, Brooks",0.0929,1,0,
2026-08-08,"Straw, Myles",0.0926,1,0,
2026-08-08,"Martin, Austin",0.0926,1,0,
2026-08-08,"Perdomo, Geraldo",0.0917,1,0,
2026-08-08,"Bichette, Bo",0.0911,1,0,
2026-08-08,"Wynns, Austin",0.0902,1,0,
2026-08-08,"Cavanaugh, Drew",0.0897,1,0,
2026-08-08,"Gonzalez, Jacob",0.0894,1,0,
2026-08-08,"Meidroth, Chase",0.0893,1,0,
2026-08-08,"Keaschall, Luke",0.0887,1,0,
2026-08-08,"Loftin, Nick",0.0886,1,0,
2026-08-08,"Cronenworth, Jake",0.0876,1,0,
2026-08-08,"Collins, Isaac",0.0866,1,0,
2026-08-08,"Naylor, Josh",0.0865,1,1,
2026-08-08,"Mullins, Cedric",0.0862,1,0,
2026-08-08,"Vaughn, Andrew",0.0859,1,0,
2026-08-08,"Freeman, Tyler",0.0819,1,0,
2026-08-08,"Ward, Taylor",0.0816,1,0,
2026-08-08,"Palacios, Richie",0.0813,1,0,
2026-08-08,"Gonzales, Nick",0.0809,1,0,
2026-08-08,"Pratt, Cooper",0.0806,1,0,
2026-08-08,"Fortes, Nick",0.0784,1,0,
2026-08-08,"Polanco, Jorge",0.0782,1,0,
2026-08-08,"Lukes, Nathan",0.0777,1,1,
2026-08-08,"Kelly, Carson",0.0766,1,0,
2026-08-08,"Bazzana, Travis",0.0757,1,0,
2026-08-08,"Clark, Max",0.0757,1,0,
2026-08-08,"Rojas, Josh",0.0755,1,0,
2026-08-08,"Emerson, Colt",0.0749,1,0,
2026-08-08,"Arraez, Luis",0.0741,1,0,
2026-08-08,"Marsee, Jakob",0.0734,1,0,
2026-08-08,"Lee, Jung Hoo",0.0729,1,0,
2026-08-08,"Báez, Javier",0.0706,1,0,
2026-08-08,"Guzman, Denzer",0.0704,1,0,
2026-08-08,"Rengifo, Luis",0.069,1,0,
2026-08-08,"Schanuel, Nolan",0.0688,1,0,
2026-08-08,"Edwards, Xavier",0.0686,1,0,
2026-08-08,"Isbel, Kyle",0.0684,1,0,
2026-08-08,"Gilbert, Drew",0.0667,1,0,
2026-08-08,"Walls, Taylor",0.0661,1,0,
2026-08-08,"Crawford, Justin",0.0659,1,0,
2026-08-08,"Ortiz, Joey",0.0653,1,0,
2026-08-08,"Mangum, Jake",0.0648,1,0,
2026-08-08,"Heineman, Tyler",0.063,1,0,
2026-08-08,"Robert Jr., Luis",0.0627,1,0,
2026-08-08,"McKinstry, Zach",0.0529,1,0,
2026-08-08,"Hoerner, Nico",0.0501,1,0,
2026-08-08,"Kwan, Steven",0.0475,1,0,
2026-08-08,"Vázquez, Christian",0.046,1,0,
2026-08-08,"Nuñez, Nasim",0.0435,1,0,
2026-08-08,"Sanoja, Javier",0.0391,1,0,
2026-08-08,"Lopez, Nicky",0.0389,1,0,
2026-08-08,"Simpson, Chandler",0.0257,1,0,
2026-08-09,"Rice, Ben",0.3763,1,0,
2026-08-09,"García Jr., Luis",0.354,1,0,
2026-08-09,"Baldwin, Drake",0.3228,1,0,
2026-08-09,"Olson, Matt",0.3217,1,1,
2026-08-09,"Harris II, Michael",0.2984,1,0,
2026-08-09,"Witt Jr., Bobby",0.2939,1,0,
2026-08-09,"Grisham, Trent",0.2869,1,1,
2026-08-09,"Burleson, Alec",0.2813,1,1,
2026-08-09,"Alvarez, Yordan",0.2715,1,0,
2026-08-09,"Acuña Jr., Ronald",0.2692,1,0,
2026-08-09,"Harper, Bryce",0.2675,1,0,
2026-08-09,"Goodman, Hunter",0.2583,1,1,
2026-08-09,"Abrams, CJ",0.2543,1,0,
2026-08-09,"McMahon, Ryan",0.2525,1,0,
2026-08-09,"Ohtani, Shohei",0.2522,1,0,
2026-08-09,"Moniak, Mickey",0.2497,1,0,
2026-08-09,"Schwarber, Kyle",0.2496,1,1,
2026-08-09,"Perez, Salvador",0.2486,1,0,
2026-08-09,"Chisholm Jr., Jazz",0.2456,1,0,
2026-08-09,"De La Cruz, Elly",0.2387,1,0,
2026-08-09,"Crow-Armstrong, Pete",0.2318,1,0,
2026-08-09,"Bleday, JJ",0.2297,1,0,
2026-08-09,"Lile, Daylen",0.2277,1,0,
2026-08-09,"Abreu, Wilyer",0.2265,1,0,
2026-08-09,"Stewart, Sal",0.2243,1,0,
2026-08-09,"Ramos, Heliot",0.2184,1,0,
2026-08-09,"Valdez, Esmerlyn",0.216,1,0,
2026-08-09,"Caglianone, Jac",0.2115,1,0,
2026-08-09,"Marte, Ketel",0.211,1,1,
2026-08-09,"Okamoto, Kazuma",0.21,1,0,
2026-08-09,"Ortiz, Abimelec",0.2093,1,1,
2026-08-09,"Stephenson, Tyler",0.2057,1,0,
2026-08-09,"Vargas, Miguel",0.2032,1,0,
2026-08-09,"Walker, Jordan",0.2027,1,0,
2026-08-09,"Trout, Mike",0.2007,1,0,
2026-08-09,"Alvarez, Francisco",0.2006,1,1,
2026-08-09,"Castro, Willi",0.2002,1,0,
2026-08-09,"Jones, Spencer",0.1997,1,0,
2026-08-09,"Taylor, Tyrone",0.1995,1,0,
2026-08-09,"Wells, Austin",0.1977,1,0,
2026-08-09,"Chourio, Jackson",0.1966,1,1,
2026-08-09,"Greene, Riley",0.1964,1,0,
2026-08-09,"Marte, Starling",0.1922,1,1,
2026-08-09,"Murakami, Munetaka",0.1898,1,0,
2026-08-09,"Happ, Ian",0.1897,1,1,
2026-08-09,"Riley, Austin",0.189,1,0,
2026-08-09,"Caminero, Junior",0.1885,1,0,
2026-08-09,"Tatis Jr., Fernando",0.1885,1,1,
2026-08-09,"Dingler, Dillon",0.1855,1,0,
2026-08-09,"Trammell, Taylor",0.185,1,0,
2026-08-09,"Reynolds, Bryan",0.1839,1,0,
2026-08-09,"Walker, Christian",0.1834,1,0,
2026-08-09,"Contreras, Willson",0.1813,1,0,
2026-08-09,"Marsh, Brandon",0.1805,1,0,
2026-08-09,"Crews, Dylan",0.1793,1,0,
2026-08-09,"Heim, Jonah",0.1791,1,0,
2026-08-09,"Yastrzemski, Mike",0.1788,1,0,
2026-08-09,"Lombard Jr., George",0.1781,1,0,
2026-08-09,"Aranda, Jonathan",0.1776,1,0,
2026-08-09,"Basabe, Osleivis",0.1757,1,0,
2026-08-09,"Rumfield, TJ",0.1754,1,0,
2026-08-09,"Soderstrom, Tyler",0.1747,1,0,
2026-08-09,"France, Ty",0.174,1,0,
2026-08-09,"Mesa Jr., Victor",0.1739,1,0,
2026-08-09,"Stott, Bryson",0.1735,1,0,
2026-08-09,"Stowers, Kyle",0.1734,1,0,
2026-08-09,"Canzone, Dominic",0.1732,1,0,
2026-08-09,"Bauers, Jake",0.1728,1,1,
2026-08-09,"Freeman, Freddie",0.1725,1,0,
2026-08-09,"Smith, Dominic",0.1708,1,0,
2026-08-09,"Maile, Luke",0.1697,1,0,
2026-08-09,"Lindor, Francisco",0.1693,1,0,
2026-08-09,"Merrill, Jackson",0.1693,1,1,
2026-08-09,"Seager, Corey",0.169,1,0,
2026-08-09,"Conforto, Michael",0.1687,1,0,
2026-08-09,"Conine, Griffin",0.1683,1,1,
2026-08-09,"Carroll, Corbin",0.1682,1,0,
2026-08-09,"Alonso, Pete",0.1674,1,1,
2026-08-09,"Bolte, Henry",0.1673,1,0,
2026-08-09,"Turner, Trea",0.1661,1,0,
2026-08-09,"Busch, Michael",0.1652,1,0,
2026-08-09,"Pages, Andy",0.1637,1,0,
2026-08-09,"Guerrero Jr., Vladimir",0.1631,1,0,
2026-08-09,"Crooks, Jimmy",0.163,1,0,
2026-08-09,"Tena, José",0.1627,1,0,
2026-08-09,"Duran, Jarren",0.1612,1,0,
2026-08-09,"Machado, Manny",0.161,1,0,
2026-08-09,"Grichuk, Randal",0.1607,1,0,
2026-08-09,"Valencia, Eduardo",0.16,1,0,
2026-08-09,"Church, Nathan",0.1597,1,0,
2026-08-09,"Hernández, Heriberto",0.1595,1,0,
2026-08-09,"Young, Jared",0.1595,1,0,
2026-08-09,"Betts, Mookie",0.1591,1,0,
2026-08-09,"Henderson, Gunnar",0.158,1,0,
2026-08-09,"Muncy, Max",0.1577,1,0,
2026-08-09,"Caissie, Owen",0.1574,1,0,
2026-08-09,"McCarthy, Jake",0.1563,1,0,
2026-08-09,"Torres, Bryan",0.1561,1,0,
2026-08-09,"Massey, Michael",0.1558,1,0,
2026-08-09,"Montgomery, Colson",0.1557,1,1,
2026-08-09,"Lowe, Brandon",0.1557,1,0,
2026-08-09,"Lowe, Nathaniel",0.1554,1,0,
2026-08-09,"Arenado, Nolan",0.154,1,0,
2026-08-09,"Burger, Jake",0.1539,1,0,
2026-08-09,"Torkelson, Spencer",0.1536,1,0,
2026-08-09,"Lewis, Royce",0.1532,1,0,
2026-08-09,"Loftin, Nick",0.1526,1,0,
2026-08-09,"Diaz, Yainer",0.1524,1,0,
2026-08-09,"Wetherholt, JJ",0.152,1,0,
2026-08-09,"Flores Jr., Rafael",0.1519,1,0,
2026-08-09,"Nimmo, Brandon",0.1519,1,1,
2026-08-09,"Moreno, Gabriel",0.1517,1,0,
2026-08-09,"Eldridge, Bryce",0.1508,1,0,
2026-08-09,"Bell, Josh",0.1508,1,0,
2026-08-09,"Langford, Wyatt",0.1507,1,0,
2026-08-09,"Karros, Kyle",0.1505,1,0,
2026-08-09,"Rodríguez, Héctor",0.1504,1,0,
2026-08-09,"Peña, Jeremy",0.1504,1,0,
2026-08-09,"Clemens, Kody",0.1501,1,1,
2026-08-09,"Bateman, Brett",0.15,1,0,
2026-08-09,"Carrigg, Cole",0.1499,1,0,
2026-08-09,"Neto, Zach",0.1499,1,0,
2026-08-09,"Suárez, Eugenio",0.1492,1,0,
2026-08-09,"Hernández, Enrique",0.1488,1,0,
2026-08-09,"Davis, Henry",0.1483,1,0,
2026-08-09,"Genao, Angel",0.1482,1,0,
2026-08-09,"Amaya, Miguel",0.1473,1,1,
2026-08-09,"Swanson, Dansby",0.1473,1,0,
2026-08-09,"Rodríguez, Julio",0.147,1,0,
2026-08-09,"Paredes, Isaac",0.1465,1,0,
2026-08-09,"Cowser, Colton",0.1455,1,1,
2026-08-09,"Realmuto, J.T.",0.1451,1,0,
2026-08-09,"Hayes, Ke'Bryan",0.1432,1,0,
2026-08-09,"Devers, Rafael",0.1431,1,0,
2026-08-09,"Albies, Ozzie",0.143,1,0,
2026-08-09,"Tucker, Kyle",0.1421,1,0,
2026-08-09,"Holliday, Jackson",0.1417,1,0,
2026-08-09,"Tawa, Tim",0.1414,1,0,
2026-08-09,"Ewing, A.J.",0.1413,1,0,
2026-08-09,"Simon, Ronny",0.1398,1,0,
2026-08-09,"Foscue, Justin",0.1393,1,0,
2026-08-09,"Hernández, Teoscar",0.139,1,0,
2026-08-09,"Schneider, Davis",0.1387,1,0,
2026-08-09,"Kreidler, Ryan",0.1381,1,0,
2026-08-09,"Edman, Tommy",0.1377,1,0,
2026-08-09,"McGonigle, Kevin",0.1376,1,0,
2026-08-09,"Locklear, Tyler",0.137,1,0,
2026-08-09,"Altuve, Jose",0.1368,1,0,
2026-08-09,"McLain, Matt",0.1356,1,0,
2026-08-09,"White, Tommy",0.1342,1,0,
2026-08-09,"Ballesteros, Moisés",0.1341,1,0,
2026-08-09,"Díaz, Yandy",0.134,1,0,
2026-08-09,"Semien, Marcus",0.1333,1,0,
2026-08-09,"Turang, Brice",0.1324,1,0,
2026-08-09,"Vargas, Ildemaro",0.1312,1,0,
2026-08-09,"Lowe, Josh",0.1307,1,0,
2026-08-09,"White, Eli",0.1307,1,0,
2026-08-09,"Tovar, Ezequiel",0.1305,1,0,
2026-08-09,"Young, Jacob",0.1304,1,0,
2026-08-09,"Vaughn, Andrew",0.1295,1,0,
2026-08-09,"DeLauter, Chase",0.1289,1,0,
2026-08-09,"Sullivan, Brett",0.1288,1,1,
2026-08-09,"Raleigh, Cal",0.1285,1,0,
2026-08-09,"Tolbert, Tyler",0.1284,1,0,
2026-08-09,"Contreras, William",0.128,1,0,
2026-08-09,"Baty, Brett",0.1276,1,0,
2026-08-09,"Lopez, Otto",0.1271,1,0,
2026-08-09,"Adames, Willy",0.1265,1,0,
2026-08-09,"Díaz, Elias",0.1263,1,0,
2026-08-09,"Smith, Josh",0.1257,1,0,
2026-08-09,"Jarvis, Jim",0.1256,1,0,
2026-08-09,"Monasterio, Andruw",0.1256,1,0,
2026-08-09,"Larnach, Trevor",0.1251,1,0,
2026-08-09,"Ornelas, Jonathan",0.1251,1,0,
2026-08-09,"Rogers, Jake",0.1244,1,0,
2026-08-09,"Beavers, Dylan",0.1227,1,0,
2026-08-09,"Rafaela, Ceddanne",0.1225,1,0,
2026-08-09,"Straw, Myles",0.122,1,0,
2026-08-09,"Waldschmidt, Ryan",0.1214,1,0,
2026-08-09,"Keith, Colt",0.1211,1,0,
2026-08-09,"Sánchez, Gary",0.1209,1,0,
2026-08-09,"Benge, Carson",0.1206,1,0,
2026-08-09,"Kirk, Alejandro",0.1203,1,0,
2026-08-09,"Varsho, Daulton",0.1201,1,1,
2026-08-09,"Arozarena, Randy",0.1196,1,0,
2026-08-09,"Herrera, Iván",0.1188,1,0,
2026-08-09,"Butler, Lawrence",0.1176,1,0,
2026-08-09,"Sogard, Nick",0.1166,1,0,
2026-08-09,"Bichette, Bo",0.1166,1,0,
2026-08-09,"Seigler, Anthony",0.1164,1,0,
2026-08-09,"Bregman, Alex",0.1161,1,0,
2026-08-09,"Doyle, Brenton",0.1154,1,0,
2026-08-09,"Vivas, Jorbit",0.1149,1,0,
2026-08-09,"Siri, Jose",0.1148,1,1,
2026-08-09,"Adell, Jo",0.1135,1,0,
2026-08-09,"Sheets, Gavin",0.1127,1,1,
2026-08-09,"Clement, Ernie",0.1127,1,0,
2026-08-09,"Bailey, Patrick",0.1126,1,0,
2026-08-09,"Naylor, Josh",0.1112,1,0,
2026-08-09,"Ruiz, Keibert",0.1089,1,0,
2026-08-09,"McCray, Grant",0.1084,1,0,
2026-08-09,"Taveras, Leody",0.1082,1,0,
2026-08-09,"Ramírez, José",0.1075,1,0,
2026-08-09,"Bohm, Alec",0.1071,1,0,
2026-08-09,"Ward, Taylor",0.1064,1,0,
2026-08-09,"Duran, Ezequiel",0.1063,1,0,
2026-08-09,"Lara, Luis",0.1055,1,0,
2026-08-09,"Young, Cole",0.1032,1,0,
2026-08-09,"O'Neill, Tyler",0.1025,1,1,
2026-08-09,"Hicks, Liam",0.1023,1,0,
2026-08-09,"Bogaerts, Xander",0.1016,1,0,
2026-08-09,"Wade Jr., LaMonte",0.1008,1,0,
2026-08-09,"Emerson, Colt",0.1,1,0,
2026-08-09,"Cronenworth, Jake",0.0994,1,0,
2026-08-09,"Wilson, Jacob",0.0988,1,0,
2026-08-09,"Torres, Gleyber",0.0984,1,0,
2026-08-09,"Mullins, Cedric",0.0972,1,0,
2026-08-09,"Meckler, Wade",0.0961,1,0,
2026-08-09,"Giménez, Andrés",0.0955,1,0,
2026-08-09,"Perdomo, Geraldo",0.095,1,0,
2026-08-09,"Isbel, Kyle",0.0939,1,0,
2026-08-09,"Bazzana, Travis",0.0936,1,0,
2026-08-09,"Wilson, Weston",0.0928,1,0,
2026-08-09,"Montgomery, Braden",0.0921,1,0,
2026-08-09,"Narváez, Carlos",0.0921,1,0,
2026-08-09,"Susac, Daniel",0.0918,1,0,
2026-08-09,"Antonacci, Sam",0.0916,1,0,
2026-08-09,"Palacios, Richie",0.0916,1,0,
2026-08-09,"Hamilton, David",0.0891,1,0,
2026-08-09,"Rengifo, Luis",0.0879,1,0,
2026-08-09,"Guzman, Denzer",0.0863,1,0,
2026-08-09,"Myers, Dane",0.0861,1,0,
2026-08-09,"Clark, Max",0.0856,1,0,
2026-08-09,"Winn, Masyn",0.0845,1,0,
2026-08-09,"Koss, Christian",0.084,1,0,
2026-08-09,"Quero, Edgar",0.0835,1,0,
2026-08-09,"Lockridge, Brandon",0.0834,1,0,
2026-08-09,"Triolo, Jared",0.0828,1,0,
2026-08-09,"Cauley, Cam",0.0823,1,0,
2026-08-09,"Fermín, José",0.0822,1,0,
2026-08-09,"Robert Jr., Luis",0.0812,1,1,
2026-08-09,"Mayo, Coby",0.0805,1,0,
2026-08-09,"Gonzales, Nick",0.0803,1,0,
2026-08-09,"Caratini, Victor",0.0797,1,0,
2026-08-09,"Mangum, Jake",0.0794,1,1,
2026-08-09,"Walls, Taylor",0.0778,1,0,
2026-08-09,"Fermin, Freddy",0.0775,1,0,
2026-08-09,"Edwards, Xavier",0.0771,1,0,
2026-08-09,"Ramírez, Agustín",0.0768,1,0,
2026-08-09,"Arraez, Luis",0.0766,1,0,
2026-08-09,"Acuña, Luisangel",0.0753,1,0,
2026-08-09,"Roden, Alan",0.0749,1,0,
2026-08-09,"Frazier, Adam",0.0724,1,0,
2026-08-09,"Crawford, Justin",0.0719,1,0,
2026-08-09,"Lee, Jung Hoo",0.0718,1,0,
2026-08-09,"Gilbert, Drew",0.0716,1,0,
2026-08-09,"Lee, Brooks",0.0698,1,1,
2026-08-09,"Schanuel, Nolan",0.0695,1,0,
2026-08-09,"Marsee, Jakob",0.0695,1,0,
2026-08-09,"Keaschall, Luke",0.0689,1,0,
2026-08-09,"McNeil, Jeff",0.0656,1,0,
2026-08-09,"McKinstry, Zach",0.0626,1,0,
2026-08-09,"Rocchio, Brayan",0.062,1,0,
2026-08-09,"Sanoja, Javier",0.0619,1,0,
2026-08-09,"Hoerner, Nico",0.0577,1,0,
2026-08-09,"Nuñez, Nasim",0.047,1,0,
2026-08-09,"Kwan, Steven",0.0417,1,0,
2026-08-09,"Simpson, Chandler",0.0311,1,0,
2026-08-10,"Abreu, Wilyer",0.2136,1,0,
2026-08-10,"Olson, Matt",0.2128,1,0,
2026-08-10,"Baldwin, Drake",0.2093,1,0,
2026-08-10,"Burleson, Alec",0.2053,1,0,
2026-08-10,"Alvarez, Francisco",0.1999,1,0,
2026-08-10,"Caminero, Junior",0.1995,1,1,
2026-08-10,"Acuña Jr., Ronald",0.1987,1,0,
2026-08-10,"Harris II, Michael",0.1914,1,0,
2026-08-10,"Alvarez, Yordan",0.1882,1,0,
2026-08-10,"Harper, Bryce",0.188,1,0,
2026-08-10,"Schwarber, Kyle",0.1849,1,0,
2026-08-10,"Walker, Jordan",0.1821,1,0,
2026-08-10,"Trout, Mike",0.1805,1,1,
2026-08-10,"Lewis, Royce",0.1685,1,0,
2026-08-10,"Goodman, Hunter",0.1646,1,0,
2026-08-10,"Contreras, Willson",0.162,1,0,
2026-08-10,"Chourio, Jackson",0.1613,1,0,
2026-08-10,"Neto, Zach",0.1611,1,0,
2026-08-10,"Burger, Jake",0.158,1,0,
2026-08-10,"Duran, Jarren",0.1571,1,0,
2026-08-10,"Sánchez, Jesús",0.1559,1,0,
2026-08-10,"Alonso, Pete",0.1553,1,0,
2026-08-10,"Seager, Corey",0.1551,1,0,
2026-08-10,"Soderstrom, Tyler",0.1544,1,0,
2026-08-10,"Langford, Wyatt",0.1537,1,0,
2026-08-10,"Moniak, Mickey",0.1521,1,0,
2026-08-10,"Siri, Jose",0.151,1,0,
2026-08-10,"Carroll, Corbin",0.1503,1,0,
2026-08-10,"Lindor, Francisco",0.1483,1,1,
2026-08-10,"Nimmo, Brandon",0.146,1,0,
2026-08-10,"Merrill, Jackson",0.1437,1,1,
2026-08-10,"Foscue, Justin",0.1432,1,0,
2026-08-10,"Young, Jared",0.1431,1,0,
2026-08-10,"Jeffers, Ryan",0.1426,1,0,
2026-08-10,"Aranda, Jonathan",0.1414,1,0,
2026-08-10,"Riley, Austin",0.1409,1,0,
2026-08-10,"Peraza, Oswald",0.1385,1,0,
2026-08-10,"Basabe, Osleivis",0.1377,1,0,
2026-08-10,"Tatis Jr., Fernando",0.1375,1,0,
2026-08-10,"Semien, Marcus",0.1327,1,0,
2026-08-10,"Cortes, Carlos",0.1326,1,0,
2026-08-10,"Ballesteros, Moisés",0.1319,1,0,
2026-08-10,"Stott, Bryson",0.1313,1,0,
2026-08-10,"d'Arnaud, Travis",0.131,1,0,
2026-08-10,"Marsh, Brandon",0.1307,1,0,
2026-08-10,"Díaz, Elias",0.1305,1,0,
2026-08-10,"Bauers, Jake",0.1303,1,0,
2026-08-10,"Bell, Josh",0.1294,1,1,
2026-08-10,"Díaz, Yandy",0.1286,1,1,
2026-08-10,"Castro, Willi",0.1249,1,0,
2026-08-10,"Trammell, Taylor",0.1247,1,0,
2026-08-10,"Ewing, A.J.",0.1235,1,0,
2026-08-10,"Henderson, Gunnar",0.1232,1,0,
2026-08-10,"France, Ty",0.1196,1,1,
2026-08-10,"Hill, Derek",0.1191,1,0,
2026-08-10,"Vilade, Ryan",0.1182,1,0,
2026-08-10,"Butler, Lawrence",0.118,1,0,
2026-08-10,"Mitchell, Garrett",0.117,1,0,
2026-08-10,"Holliday, Jackson",0.1167,1,0,
2026-08-10,"Cowser, Colton",0.1165,1,0,
2026-08-10,"Eldridge, Bryce",0.1165,1,0,
2026-08-10,"Devers, Rafael",0.116,1,0,
2026-08-10,"Smith, Cam",0.1159,1,1,
2026-08-10,"Church, Nathan",0.115,1,0,
2026-08-10,"Machado, Manny",0.1142,1,0,
2026-08-10,"Baty, Brett",0.1142,1,1,
2026-08-10,"Sosa, Edmundo",0.1132,1,0,
2026-08-10,"Bichette, Bo",0.1131,1,0,
2026-08-10,"Bride, Jonah",0.1129,1,0,
2026-08-10,"Grissom, Vaughn",0.1125,1,0,
2026-08-10,"Marte, Ketel",0.1124,1,0,
2026-08-10,"Prieto, César",0.1101,1,0,
2026-08-10,"Walker, Christian",0.1098,1,0,
2026-08-10,"Contreras, William",0.1089,1,0,
2026-08-10,"Duran, Ezequiel",0.1085,1,0,
2026-08-10,"Rafaela, Ceddanne",0.1084,1,0,
2026-08-10,"Sogard, Nick",0.1078,1,0,
2026-08-10,"Culpepper, Kaelen",0.1072,1,0,
2026-08-10,"Seigler, Anthony",0.1068,1,0,
2026-08-10,"Wetherholt, JJ",0.1066,1,0,
2026-08-10,"Adames, Willy",0.1064,1,0,
2026-08-10,"Rumfield, TJ",0.106,1,0,
2026-08-10,"Guerrero Jr., Vladimir",0.1058,1,0,
2026-08-10,"Benge, Carson",0.1056,1,0,
2026-08-10,"Crooks, Jimmy",0.1038,1,0,
2026-08-10,"Herrera, Iván",0.1032,1,0,
2026-08-10,"Springer, George",0.1022,1,0,
2026-08-10,"DeLuca, Jonny",0.1001,1,0,
2026-08-10,"Caratini, Victor",0.1,1,0,
2026-08-10,"Nootbaar, Lars",0.0991,1,0,
2026-08-10,"Bateman, Brett",0.0991,1,0,
2026-08-10,"Turang, Brice",0.0968,1,0,
2026-08-10,"Murphy, Sean",0.0967,1,0,
2026-08-10,"Kepler, Max",0.0959,1,0,
2026-08-10,"Moreno, Gabriel",0.095,1,0,
2026-08-10,"Williams, Carson",0.0947,1,0,
2026-08-10,"McCarthy, Jake",0.0947,1,0,
2026-08-10,"Beavers, Dylan",0.0942,1,0,
2026-08-10,"Valenzuela, Brandon",0.0937,1,0,
2026-08-10,"Yoshida, Masataka",0.0935,1,0,
2026-08-10,"Smith, Josh",0.0929,1,0,
2026-08-10,"Sheets, Gavin",0.0926,1,0,
2026-08-10,"O'Neill, Tyler",0.0923,1,0,
2026-08-10,"McAdoo, Charles",0.0923,1,1,
2026-08-10,"Peña, Jeremy",0.0922,1,0,
2026-08-10,"Walton, Donovan",0.0918,1,0,
2026-08-10,"Meckler, Wade",0.0912,1,0,
2026-08-10,"Karros, Kyle",0.0907,1,0,
2026-08-10,"Beck, Jordan",0.0898,1,0,
2026-08-10,"Carrigg, Cole",0.0895,1,0,
2026-08-10,"Yelich, Christian",0.0895,1,1,
2026-08-10,"Albies, Ozzie",0.089,1,0,
2026-08-10,"Paredes, Isaac",0.0888,1,0,
2026-08-10,"Kreidler, Ryan",0.0881,1,0,
2026-08-10,"McCray, Grant",0.0875,1,0,
2026-08-10,"Cauley, Cam",0.0848,1,0,
2026-08-10,"Gelof, Zack",0.0847,1,1,
2026-08-10,"Wong, Connor",0.0845,1,0,
2026-08-10,"Schanuel, Nolan",0.0844,1,0,
2026-08-10,"Dubón, Mauricio",0.0841,1,0,
2026-08-10,"Narváez, Carlos",0.0841,1,0,
2026-08-10,"Varsho, Daulton",0.084,1,0,
2026-08-10,"Wilson, Jacob",0.084,1,0,
2026-08-10,"Heim, Jonah",0.0832,1,0,
2026-08-10,"Taveras, Leody",0.0831,1,0,
2026-08-10,"Tawa, Tim",0.083,1,0,
2026-08-10,"Altuve, Jose",0.0822,1,0,
2026-08-10,"Vaughn, Andrew",0.0817,1,0,
2026-08-10,"Waldschmidt, Ryan",0.0816,1,0,
2026-08-10,"Arenado, Nolan",0.0803,1,1,
2026-08-10,"Winn, Masyn",0.0791,1,0,
2026-08-10,"Jarvis, Jim",0.0791,1,0,
2026-08-10,"Stubbs, Garrett",0.0784,1,0,
2026-08-10,"Lee, Brooks",0.0783,1,0,
2026-08-10,"Cronenworth, Jake",0.0772,1,0,
2026-08-10,"Polanco, Jorge",0.0753,1,0,
2026-08-10,"Fortes, Nick",0.0751,1,0,
2026-08-10,"Fermín, José",0.0737,1,0,
2026-08-10,"Martin, Austin",0.0734,1,1,
2026-08-10,"Cavanaugh, Drew",0.0731,1,0,
2026-08-10,"Mayo, Coby",0.073,1,0,
2026-08-10,"Keaschall, Luke",0.0713,1,0,
2026-08-10,"Bolte, Henry",0.0707,1,0,
2026-08-10,"Giménez, Andrés",0.0701,1,0,
2026-08-10,"Song, Sung-Mun",0.0692,1,0,
2026-08-10,"Perdomo, Geraldo",0.0691,1,0,
2026-08-10,"Rengifo, Luis",0.0688,1,0,
2026-08-10,"Koss, Christian",0.0682,1,0,
2026-08-10,"Lara, Luis",0.065,1,0,
2026-08-10,"Durbin, Caleb",0.0642,1,0,
2026-08-10,"Walls, Taylor",0.0616,1,0,
2026-08-10,"McNeil, Jeff",0.0615,1,0,
2026-08-10,"Lee, Jung Hoo",0.0592,1,1,
2026-08-10,"Gilbert, Drew",0.0578,1,1,
2026-08-10,"Fermin, Freddy",0.0534,1,0,
2026-08-10,"Lukes, Nathan",0.0529,1,0,
2026-08-10,"Hamilton, David",0.0526,1,0,
2026-08-10,"Arraez, Luis",0.0524,1,0,
2026-08-10,"Crawford, Justin",0.0518,1,0,
2026-08-10,"Johnston, Troy",0.047,1,0,
2026-08-10,"Vázquez, Christian",0.0373,1,0,
2026-08-10,"Simpson, Chandler",0.035,1,0,
2026-08-11,"Rice, Ben",0.2419,1,0,v1.0-legacy
2026-08-11,"García Jr., Luis",0.225,1,0,v1.0-legacy
2026-08-11,"Caminero, Junior",0.2191,1,1,v1.0-legacy
2026-08-11,"Seager, Corey",0.2182,1,0,v1.0-legacy
2026-08-11,"Walker, Jordan",0.2157,1,0,v1.0-legacy
2026-08-11,"Baldwin, Drake",0.2132,1,0,v1.0-legacy
2026-08-11,"Carroll, Corbin",0.2129,1,1,v1.0-legacy
2026-08-11,"Olson, Matt",0.2112,1,1,v1.0-legacy
2026-08-11,"Nimmo, Brandon",0.2064,1,0,v1.0-legacy
2026-08-11,"Greene, Riley",0.2045,1,0,v1.0-legacy
2026-08-11,"Crow-Armstrong, Pete",0.2011,1,1,v1.0-legacy
2026-08-11,"Harper, Bryce",0.194,1,0,v1.0-legacy
2026-08-11,"Grisham, Trent",0.1937,1,0,v1.0-legacy
2026-08-11,"Trout, Mike",0.1911,1,0,v1.0-legacy
2026-08-11,"Schwarber, Kyle",0.191,1,0,v1.0-legacy
2026-08-11,"Harris II, Michael",0.1902,1,0,v1.0-legacy
2026-08-11,"Pederson, Joc",0.1897,1,1,v1.0-legacy
