pitcher,stand,hr,bbe,barrels,pull_air,air_ev,name,bats,pa,barrel_rate,pull_air_rate,bbe_per_pa,xhr_pa_raw,talent_hr_pa,regression_w
669387,R,1,112,5,13,92.82745098039216,"Torrens, Luis",R,157,0.044642857142857144,0.11607142857142858,0.7133757961783439,0.019802547770700635,0.026439789410099095,0.384
669432,R,9,259,19,35,92.78153846153846,"Lee, Brooks",R,344,0.07335907335907337,0.13513513513513514,0.752906976744186,0.03359011627906977,0.032351647548313295,0.59
669438,R,5,65,11,14,93.95641025641027,"Pagés, Pedro",R,91,0.16923076923076924,0.2153846153846154,0.7142857142857143,0.07227472527472528,0.04163424612362289,0.265
669456,R,4,63,6,10,94.6741935483871,"Altuve, Jose",R,83,0.09523809523809523,0.15873015873015872,0.7590361445783133,0.04373493975903614,0.033982857457817865,0.259
669461,R,13,250,21,53,94.14825174825175,"DeLuca, Jonny",R,364,0.084,0.212,0.6868131868131868,0.03579395604395605,0.03360702829864995,0.581
669467,R,4,170,6,20,89.31492537313433,"Bichette, Bo",R,237,0.03529411764705882,0.11764705882352941,0.7172995780590717,0.016075949367088605,0.023529841570958648,0.486
669620,R,1,36,4,4,89.925,"Refsnyder, Rob",R,44,0.1111111111111111,0.1111111111111111,0.8181818181818182,0.053909090909090907,0.03445953902850804,0.167
669622,R,1,53,5,5,89.00333333333333,"Goodman, Hunter",R,81,0.09433962264150944,0.09433962264150944,0.654320987654321,0.036604938271604937,0.0319424673211396,0.227
669684,R,0,37,3,4,90.82727272727273,"Perkins, Blake",R,58,0.08108108108108109,0.10810810810810811,0.6379310344827587,0.030982758620689655,0.03064007016772342,0.171
669704,R,0,0,0,0,,"Mead, Curtis",R,1,0.0,0.0,0.0,0.0,0.030569628652391472,0.0
669711,R,5,80,4,10,89.55,"Myers, Dane",R,118,0.05,0.125,0.6779661016949152,0.02101694915254237,0.0276303426524379,0.308
669713,R,0,10,0,5,91.82000000000001,"Guzman, Denzer",R,15,0.0,0.5,0.6666666666666666,0.005999999999999999,0.029276490302265607,0.053
669724,R,2,54,3,4,88.79444444444444,"Hayes, Ke'Bryan",R,67,0.05555555555555555,0.07407407407407407,0.8059701492537313,0.026820895522388057,0.02970453639162145,0.231
669854,R,2,12,3,1,98.34,"Sanoja, Javier",R,18,0.25,0.08333333333333333,0.6666666666666666,0.09683333333333333,0.03471111019495034,0.062
669920,R,2,22,3,3,87.5,"Alexander, Blaze",R,33,0.13636363636363635,0.13636363636363635,0.6666666666666666,0.053909090909090907,0.03311155028430923,0.109
669923,R,7,177,17,16,95.1395061728395,"Arias, Gabriel",R,247,0.096045197740113,0.0903954802259887,0.7165991902834008,0.040740890688259104,0.03561252327521661,0.496
669947,R,3,55,6,10,92.55925925925925,"Hoerner, Nico",R,80,0.10909090909090909,0.18181818181818182,0.6875,0.04537499999999999,0.03403471556353389,0.234
670032,R,0,4,0,0,96.15,"Dezenzo, Zach",R,5,0.0,0.0,0.8,0.0,0.029905071507774265,0.022
670036,R,4,67,7,14,94.95384615384614,"Arozarena, Randy",R,104,0.1044776119402985,0.208955223880597,0.6442307692307693,0.041124999999999995,0.03343282654830148,0.271
670059,R,0,51,2,7,91.39285714285714,"Arozarena, Randy",R,82,0.0392156862745098,0.13725490196078433,0.6219512195121951,0.015560975609756094,0.027256029928692752,0.221
670062,R,3,21,2,3,93.18333333333334,"Vaughn, Andrew",R,37,0.09523809523809523,0.14285714285714285,0.5675675675675675,0.032540540540540536,0.030775544819810034,0.104
670090,R,0,11,0,2,93.54285714285713,"Dubón, Mauricio",R,22,0.0,0.18181818181818182,0.5,0.0016363636363636363,0.028903314960368926,0.058
670097,R,0,1,0,0,,"Bohm, Alec",R,1,0.0,0.0,1.0,0.0,0.030400735676411408,0.006
670167,R,2,57,4,6,93.1,"Acuña Jr., Ronald",R,81,0.07017543859649122,0.10526315789473684,0.7037037037037037,0.02972839506172839,0.03036730664957377,0.241
670183,R,0,10,1,3,96.0875,"Torkelson, Spencer",R,16,0.1,0.3,0.625,0.0393125,0.03102977977594982,0.053
670245,R,7,98,12,15,91.82553191489362,"Stewart, Sal",R,133,0.12244897959183673,0.15306122448979592,0.7368421052631579,0.05390977443609023,0.03879744982793995,0.353
670280,R,2,55,4,9,92.065,"Chapman, Matt",R,85,0.07272727272727272,0.16363636363636364,0.6470588235294118,0.028964705882352934,0.030194008429616497,0.234
670329,R,5,56,5,10,95.18333333333334,"Langford, Wyatt",R,76,0.08928571428571429,0.17857142857142858,0.7368421052631579,0.04019736842105263,0.032854177072073776,0.237
670871,R,0,1,0,0,81.4,"Riley, Austin",R,1,0.0,0.0,1.0,0.0,0.030400735676411408,0.006
670912,R,2,11,3,1,99.16666666666667,"Altuve, Jose",R,17,0.2727272727272727,0.09090909090909091,0.6470588235294118,0.10252941176470587,0.034713909355194916,0.058
670950,R,3,66,3,9,91.07241379310345,"Adames, Willy",R,100,0.045454545454545456,0.13636363636363635,0.66,0.01887,0.02743070389199376,0.268
670970,R,2,89,2,9,93.29714285714286,"Vierling, Matt",R,148,0.02247191011235955,0.10112359550561797,0.6013513513513513,0.008864864864864864,0.023388498626035082,0.331
670990,R,1,81,3,10,88.20882352941176,"Alvarez, Francisco",R,133,0.037037037037037035,0.12345679012345678,0.6090225563909775,0.01432330827067669,0.02552766715461792,0.31
671083,R,0,3,0,0,95.45,"Perkins, Blake",R,4,0.0,0.0,0.75,0.0,0.03006848719907358,0.016
671096,R,13,267,21,29,92.74351145038167,"Durbin, Caleb",R,381,0.07865168539325842,0.10861423220973783,0.7007874015748031,0.03306299212598425,0.03205895314332944,0.597
671106,R,0,18,2,3,100.625,"Crews, Dylan",R,25,0.1111111111111111,0.16666666666666666,0.72,0.048159999999999994,0.03216875332035588,0.091
671109,R,0,7,2,0,95.65714285714286,"Goodman, Hunter",R,8,0.2857142857142857,0.0,0.875,0.14375,0.0348063270450827,0.037
671111,R,1,6,1,1,94.15,"Burger, Jake",R,11,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.0539090909090909,0.03132251453163984,0.032
671131,R,0,3,0,0,,"Griffin, Konnor",R,5,0.0,0.0,0.6,0.0,0.03006848719907358,0.016
671162,R,3,20,3,2,95.82307692307693,"Brannigan, Jack",R,29,0.15,0.1,0.6896551724137931,0.060724137931034476,0.03358507958025577,0.1
671212,R,1,23,1,4,91.03,"Herrera, Iván",R,31,0.043478260869565216,0.17391304347826086,0.7419354838709677,0.020870967741935482,0.029470765593571337,0.113
671345,R,1,9,1,1,89.56,"Robles, Victor",R,9,0.1111111111111111,0.1111111111111111,1.0,0.06588888888888889,0.03225149818746278,0.048
671382,R,1,15,1,2,90.5,"Díaz, Elias",R,22,0.06666666666666667,0.13333333333333333,0.6818181818181818,0.02777272727272727,0.030354482392417306,0.077
671737,R,5,148,5,29,93.26625,"Ward, Taylor",R,219,0.033783783783783786,0.19594594594594594,0.6757990867579908,0.015511415525114152,0.02377506907057122,0.451
671922,R,1,50,5,7,93.84615384615384,"Arozarena, Randy",R,88,0.1,0.14,0.5681818181818182,0.03410227272727273,0.03133759475562653,0.217
671936,R,3,29,3,4,89.50588235294117,"Goldschmidt, Paul",R,46,0.10344827586206896,0.13793103448275862,0.6304347826086957,0.03906521739130434,0.03174844240085307,0.139
672021,R,0,5,0,1,83.9,"Hedges, Austin",R,9,0.0,0.2,0.5555555555555556,0.002,0.029797476526651163,0.027
672282,R,11,238,19,36,92.43053435114504,"Paredes, Isaac",R,379,0.07983193277310924,0.15126050420168066,0.6279683377308707,0.03053562005277044,0.030550264904281886,0.569
672335,R,3,66,9,7,95.68888888888888,"Happ, Ian",R,97,0.13636363636363635,0.10606060606060606,0.6804123711340206,0.054649484536082475,0.03703007779191833,0.268
672442,R,0,5,0,1,85.85,"Straw, Myles",R,9,0.0,0.2,0.5555555555555556,0.002,0.029797476526651163,0.027
672456,R,4,159,9,21,92.72166666666666,"Pagés, Pedro",R,212,0.05660377358490566,0.1320754716981132,0.75,0.026193396226415092,0.028517059461446795,0.469
672582,R,2,25,3,3,97.7909090909091,"Hays, Austin",R,34,0.12,0.12,0.7352941176470589,0.0523235294117647,0.033222543379144306,0.122
672629,R,0,6,0,3,76.3,"Wilson, Jacob",R,9,0.0,0.5,0.6666666666666666,0.005999999999999999,0.029777059986185295,0.032
672782,R,1,70,5,12,90.43157894736842,"Winn, Masyn",R,104,0.07142857142857142,0.17142857142857143,0.6730769230769231,0.029721153846153845,0.030332055706644937,0.28
673513,R,3,46,4,8,92.36538461538461,"Winn, Masyn",R,80,0.08695652173913043,0.17391304347826086,0.575,0.030549999999999994,0.030565633439957808,0.204
673540,R,6,59,10,11,93.96666666666667,"Walker, Jordan",R,107,0.1694915254237288,0.1864406779661017,0.5514018691588785,0.055588785046728956,0.03674590575392248,0.247
673929,R,3,27,8,5,95.88888888888889,"Lockridge, Brandon",R,43,0.2962962962962963,0.18518518518518517,0.627906976744186,0.10906976744186045,0.04080877719014829,0.13
674370,R,1,31,2,6,92.03999999999999,"Tolbert, Tyler",R,43,0.06451612903225806,0.1935483870967742,0.7209302325581395,0.029255813953488367,0.030376603744021825,0.147
674444,R,2,42,4,4,94.865,"Lewis, Royce",R,67,0.09523809523809523,0.09523809523809523,0.6268656716417911,0.035402985074626865,0.03148404743497654,0.189
674841,R,1,123,7,16,94.375,"Adames, Willy",R,196,0.056910569105691054,0.13008130081300814,0.6275510204081632,0.022005102040816325,0.027092939631851064,0.406
675512,R,1,73,3,8,92.95769230769231,"Alonso, Pete",R,108,0.0410958904109589,0.1095890410958904,0.6759259259259259,0.017305555555555553,0.026742445505873597,0.289
675540,R,1,14,1,3,94.15714285714286,"Witt Jr., Bobby",R,19,0.07142857142857142,0.21428571428571427,0.7368421052631579,0.03310526315789473,0.030752612585778303,0.072
675627,R,0,7,0,1,91.26666666666667,"Groover, LuJames",R,9,0.0,0.14285714285714285,0.7777777777777778,0.002,0.029500177312462378,0.037
675660,R,7,167,13,23,91.88089887640449,"Durbin, Caleb",R,251,0.07784431137724551,0.1377245508982036,0.6653386454183267,0.03143027888446215,0.030983832078200706,0.481
675848,R,0,70,0,9,89.03636363636363,"Hernández, Heriberto",R,112,0.0,0.12857142857142856,0.625,0.0014464285714285712,0.02241513262972186,0.28
675911,R,3,34,1,6,92.04761904761905,"Tovar, Ezequiel",R,58,0.029411764705882353,0.17647058823529413,0.5862068965517241,0.011775862068965515,0.02758370312044529,0.159
675916,R,0,15,0,1,90.36666666666666,"Hill, Derek",R,23,0.0,0.06666666666666667,0.6521739130434783,0.0007826086956521738,0.028278319424949988,0.077
675919,R,0,7,0,1,89.425,"Ramos, Heliot",R,10,0.0,0.14285714285714285,0.7,0.0017999999999999997,0.029492690681446335,0.037
675989,R,3,24,4,6,92.18666666666667,"Monasterio, Andruw",R,43,0.16666666666666666,0.25,0.5581395348837209,0.055999999999999994,0.03356143704622777,0.118
676051,R,0,17,1,0,97.30000000000001,"Myers, Dane",R,20,0.058823529411764705,0.0,0.85,0.028749999999999998,0.030412604860053122,0.086
676083,R,5,97,7,15,92.17317073170732,"Meidroth, Chase",R,128,0.07216494845360824,0.15463917525773196,0.7578125,0.03355468749999999,0.03161493806834103,0.35
676105,R,1,8,1,1,92.35,"Bregman, Alex",R,11,0.125,0.125,0.7272727272727273,0.053909090909090907,0.031562797259059534,0.043
676106,R,5,134,9,24,91.38493150684933,"Arias, Gabriel",R,187,0.06716417910447761,0.1791044776119403,0.7165775401069518,0.02998395721925133,0.030319692435701096,0.427
676130,R,2,6,1,2,93.26,"Caballero, José",R,10,0.16666666666666666,0.3333333333333333,0.6,0.061099999999999995,0.031554479341024004,0.032
676254,R,3,61,4,5,89.23333333333333,"Stanton, Giancarlo",R,78,0.06557377049180328,0.08196721311475409,0.782051282051282,0.030641025641025638,0.030587700089348666,0.253
676263,R,4,49,5,7,96.01666666666667,"Perdomo, Geraldo",R,95,0.10204081632653061,0.14285714285714285,0.5157894736842106,0.03158947368421053,0.03078784876837022,0.214
676282,R,10,228,16,34,91.36826923076923,"Rivas, Leo",R,377,0.07017543859649122,0.14912280701754385,0.6047745358090185,0.026026525198938985,0.028030835546050376,0.559
676395,R,0,12,0,3,89.62,"Turner, Trea",R,20,0.0,0.25,0.6,0.0026999999999999997,0.028827776861617003,0.062
676428,R,1,37,1,7,92.38666666666667,"Castellanos, Nick",R,53,0.02702702702702703,0.1891891891891892,0.6981132075471698,0.013226415094339621,0.027612490856778943,0.171
676440,R,6,180,11,24,92.17391304347827,"Arozarena, Randy",R,234,0.06111111111111111,0.13333333333333333,0.7692307692307693,0.028876068376068376,0.029722848514229926,0.5
676467,R,4,15,1,2,93.74545454545455,"Freeman, Tyler",R,26,0.06666666666666667,0.13333333333333333,0.5769230769230769,0.023499999999999997,0.030025811063745977,0.077
676477,R,2,52,1,6,91.35454545454546,"Suárez, Eugenio",R,72,0.019230769230769232,0.11538461538461539,0.7222222222222222,0.009486111111111112,0.025844012651759667,0.224
676508,R,0,7,1,1,85.33333333333333,"Arenado, Nolan",R,12,0.14285714285714285,0.14285714285714285,0.5833333333333334,0.049416666666666664,0.03127513274918252,0.037
676510,R,0,10,0,2,91.8,"Mateo, Jorge",R,13,0.0,0.2,0.7692307692307693,0.0027692307692307695,0.029106449816435648,0.053
676534,R,0,45,2,3,90.28999999999999,"Tovar, Ezequiel",R,81,0.044444444444444446,0.06666666666666667,0.5555555555555556,0.014864197530864197,0.027428542428086018,0.2
676568,R,1,19,2,4,92.12,"Story, Trevor",R,25,0.10526315789473684,0.21052631578947367,0.76,0.04887999999999999,0.03231785506246465,0.095
676571,R,2,59,8,9,95.5741935483871,"Happ, Ian",R,82,0.13559322033898305,0.15254237288135594,0.7195121951219512,0.05807317073170731,0.03735920598577906,0.247
676596,R,0,5,0,0,,"Freeland, Alex",R,6,0.0,0.0,0.8333333333333334,0.0,0.02974342247259711,0.027
676604,R,2,29,1,5,90.62666666666668,"Fortes, Nick",R,46,0.034482758620689655,0.1724137931034483,0.6304347826086957,0.014456521739130434,0.028333838697919847,0.139
676617,R,1,53,3,6,88.67241379310344,"Caminero, Junior",R,93,0.05660377358490566,0.11320754716981132,0.5698924731182796,0.019709677419354837,0.02809933931612134,0.227
676661,R,1,15,1,2,95.14285714285714,"Sanoja, Javier",R,20,0.06666666666666667,0.13333333333333333,0.75,0.030549999999999997,0.03056811875605367,0.077
676664,R,4,70,7,11,92.04523809523809,"Bart, Joey",R,96,0.1,0.15714285714285714,0.7291666666666666,0.04398958333333333,0.03432721596305519,0.28
676680,R,1,15,1,3,87.14,"Volpe, Anthony",R,21,0.06666666666666667,0.2,0.7142857142857143,0.02995238095238095,0.030522148060082972,0.077
676684,R,2,42,3,3,89.18,"Fermin, Freddy",R,57,0.07142857142857142,0.07142857142857142,0.7368421052631579,0.031210526315789466,0.030690879561682982,0.189
676694,R,0,1,0,0,,"Vierling, Matt",R,1,0.0,0.0,1.0,0.0,0.030400735676411408,0.006
676702,R,0,3,0,1,106.7,"Goodman, Hunter",R,5,0.0,0.3333333333333333,0.6,0.0035999999999999995,0.030127503592516203,0.016
676742,R,0,12,1,5,89.93333333333334,"Díaz, Yandy",R,25,0.08333333333333333,0.4166666666666667,0.48,0.0266,0.030321526861617005,0.062
676755,R,1,52,8,7,95.528125,"Robert Jr., Luis",R,74,0.15384615384615385,0.1346153846153846,0.7027027027027027,0.06386486486486487,0.03803235401035965,0.224
676760,R,7,82,6,14,93.50526315789473,"Báez, Javier",R,111,0.07317073170731707,0.17073170731707318,0.7387387387387387,0.03335135135135135,0.03144024415359266,0.313
676775,R,1,63,1,11,90.26538461538462,"Judge, Aaron",R,91,0.015873015873015872,0.1746031746031746,0.6923076923076923,0.008494505494505493,0.02484644857442103,0.259
676879,R,4,95,5,12,95.13863636363637,"Hays, Austin",R,166,0.05263157894736842,0.12631578947368421,0.572289156626506,0.018620481927710843,0.026441741602047257,0.345
676910,R,1,6,1,2,98.275,"Loftin, Nick",R,8,0.16666666666666666,0.3333333333333333,0.75,0.076375,0.03204722127650787,0.032
676917,R,3,136,11,9,92.5909090909091,"Swanson, Dansby",R,209,0.08088235294117647,0.0661764705882353,0.6507177033492823,0.031038277511961723,0.030771325629928035,0.43
676962,R,2,87,7,13,91.7025,"House, Brady",R,122,0.08045977011494253,0.14942528735632185,0.7131147540983607,0.03490983606557377,0.03198385353983289,0.326
676974,R,7,138,14,9,92.4125,"Tovar, Ezequiel",R,200,0.10144927536231885,0.06521739130434782,0.69,0.04106,0.03512205395418386,0.434
676979,R,5,72,9,14,92.01914893617021,"Steer, Spencer",R,118,0.125,0.19444444444444445,0.6101694915254238,0.045991525423728814,0.034975884872773574,0.286
677020,R,1,18,1,4,87.94166666666666,"Goldschmidt, Paul",R,23,0.05555555555555555,0.2222222222222222,0.782608695652174,0.028130434782608692,0.030347883755138493,0.091
677053,R,2,33,4,7,95.08947368421053,"Ritter, Ryan",R,51,0.12121212121212122,0.21212121212121213,0.6470588235294118,0.04756862745098039,0.0332032763535813,0.155
677161,R,0,34,2,7,88.65294117647058,"France, Ty",R,50,0.058823529411764705,0.20588235294117646,0.68,0.02552,0.029767351202946095,0.159
677865,R,2,82,4,14,92.49230769230769,"Caminero, Junior",R,117,0.04878048780487805,0.17073170731707318,0.7008547008547008,0.02181196581196581,0.027828680740502525,0.313
677944,R,8,153,14,24,94.22266666666667,"Arozarena, Randy",R,200,0.0915032679738562,0.1568627450980392,0.765,0.042409999999999996,0.03600979927156296,0.459
677952,R,4,155,6,13,92.69824561403509,"Steer, Spencer",R,219,0.03870967741935484,0.08387096774193549,0.7077625570776256,0.01682191780821918,0.024208747515535634,0.463
677955,R,2,36,1,9,93.28421052631579,"Norby, Connor",R,58,0.027777777777777776,0.25,0.6206896551724138,0.012706896551724137,0.027592506635613582,0.167
677958,R,5,152,8,21,90.85901639344262,"Suárez, Eugenio",R,215,0.05263157894736842,0.13815789473684212,0.7069767441860465,0.02315348837209302,0.027174287319242787,0.458
677960,R,14,244,24,33,95.14464285714287,"Rivas, Leo",R,370,0.09836065573770492,0.13524590163934427,0.6594594594594595,0.0389027027027027,0.03536507692662718,0.575
677961,R,0,30,3,0,94.77692307692307,"Judge, Aaron",R,51,0.1,0.0,0.5882352941176471,0.033823529411764704,0.031034471618016223,0.143
677976,R,1,25,2,5,100.9,"Díaz, Yandy",R,37,0.08,0.2,0.6756756756756757,0.03351351351351351,0.030928639001308794,0.122
678020,R,2,38,3,4,95.42777777777778,"Laureano, Ramón",R,56,0.07894736842105263,0.10526315789473684,0.6785714285714286,0.03208928571428571,0.030834523002629913,0.174
678022,R,7,109,10,14,91.9514705882353,"Alvarez, Francisco",R,160,0.09174311926605505,0.12844036697247707,0.68125,0.0375125,0.033188220267925485,0.377
678368,R,3,22,3,1,97.29230769230769,"Kemp, Otto",R,32,0.13636363636363635,0.045454545454545456,0.6875,0.05446874999999999,0.033172503254606266,0.109
678391,R,1,9,3,0,95.01428571428572,"Bichette, Bo",R,10,0.3333333333333333,0.0,0.9,0.1725,0.03732821776418235,0.048
678394,R,2,105,6,13,93.51621621621621,"Smith, Cam",R,145,0.05714285714285714,0.12380952380952381,0.7241379310344828,0.025406896551724137,0.028667569457408767,0.368
678576,R,0,6,0,0,69.94999999999999,"Vaughn, Andrew",R,7,0.0,0.0,0.8571428571428571,0.0,0.02958351159908852,0.032
678606,R,5,66,7,9,90.1921052631579,"Martínez, Angel",R,101,0.10606060606060606,0.13636363636363635,0.6534653465346535,0.04145544554455445,0.033490213672240074,0.268
678868,R,1,11,1,2,92.22,"Valdez, Esmerlyn",R,16,0.09090909090909091,0.18181818181818182,0.6875,0.0381875,0.031008354227384634,0.058
678906,R,2,83,5,6,91.08378378378379,"Trout, Mike",R,131,0.060240963855421686,0.07228915662650602,0.6335877862595419,0.02277099236641221,0.028108462067842885,0.316
679358,R,0,50,1,17,91.91111111111111,"Alonso, Pete",R,84,0.02,0.34,0.5952380952380952,0.010488095238095237,0.02620407791015316,0.217
679775,R,3,39,3,7,93.345,"Jung, Josh",R,57,0.07692307692307693,0.1794871794871795,0.6842105263157895,0.03247368421052632,0.03090870703945658,0.178
679883,R,4,73,5,10,93.11176470588236,"Lockridge, Brandon",R,123,0.0684931506849315,0.136986301369863,0.5934959349593496,0.024837398373983736,0.02891566497522244,0.289
680474,R,0,4,0,2,85.86666666666667,"Dunn, Blake",R,5,0.0,0.5,0.8,0.0072,0.0300615932469047,0.022
680570,R,5,62,9,12,94.81,"Pages, Andy",R,94,0.14516129032258066,0.1935483870967742,0.6595744680851063,0.05735106382978723,0.03743098807800526,0.256
680573,R,5,100,11,12,91.42830188679245,"Witt Jr., Bobby",R,126,0.11,0.12,0.7936507936507936,0.0519126984126984,0.038192153566786805,0.357
680604,R,1,25,2,2,96.28,"Waldschmidt, Ryan",R,43,0.08,0.08,0.5813953488372093,0.027581395348837207,0.030205209956836072,0.122
680689,R,2,2,2,0,106.35,"Acuña Jr., Ronald",R,5,1.0,0.0,0.4,0.22999999999999998,0.03276117119467289,0.011
680694,R,6,135,15,11,93.28225806451613,"Lewis, Royce",R,206,0.1111111111111111,0.08148148148148149,0.6553398058252428,0.042830097087378644,0.035824115124528835,0.429
680702,R,1,8,1,3,94.25714285714285,"Rojas, Miguel",R,15,0.125,0.375,0.5333333333333333,0.041933333333333336,0.03105319055370815,0.043
680704,R,2,17,2,3,91.05,"Myers, Dane",R,23,0.11764705882352941,0.17647058823529413,0.7391304347826086,0.05234782608695652,0.03244896548684632,0.086
680723,R,0,7,2,0,96.7,"Stevens, Chad",R,13,0.2857142857142857,0.0,0.5384615384615384,0.08846153846153844,0.03273670549016702,0.037
680728,R,0,4,1,1,100.13333333333333,"Crews, Dylan",R,5,0.25,0.25,0.8,0.1186,0.03248333237733948,0.022
680730,R,5,76,6,10,94.19250000000001,"Bart, Joey",R,103,0.07894736842105263,0.13157894736842105,0.7378640776699029,0.03524271844660194,0.0319569521850477,0.297
680732,R,4,122,8,25,91.45820895522388,"Contreras, William",R,197,0.06557377049180328,0.20491803278688525,0.6192893401015228,0.02563451776649746,0.028575974585904485,0.404
680736,R,10,265,24,29,91.69668874172186,"Ramírez, José",R,348,0.09056603773584905,0.10943396226415095,0.7614942528735632,0.041155172413793094,0.036873379431653114,0.596
680742,R,2,43,3,2,87.15714285714286,"Jung, Josh",R,71,0.06976744186046512,0.046511627906976744,0.6056338028169014,0.024802816901408446,0.02945764253000461,0.193
680744,R,1,37,3,3,90.13888888888889,"Rafaela, Ceddanne",R,57,0.08108108108108109,0.08108108108108109,0.6491228070175439,0.031210526315789473,0.03067890613416901,0.171
680755,R,3,73,6,7,92.78636363636363,"Hernaiz, Darell",R,112,0.0821917808219178,0.0958904109589041,0.6517857142857143,0.031928571428571424,0.030961734670814936,0.289
680767,R,0,52,2,9,92.29615384615384,"Sanoja, Javier",R,78,0.038461538461538464,0.17307692307692307,0.6666666666666666,0.01682051282051282,0.027487930276280742,0.224
680802,R,4,30,6,4,97.91666666666667,"Adell, Jo",R,51,0.2,0.13333333333333333,0.5882352941176471,0.06905882352941176,0.03606808506339437,0.143
680916,R,1,19,1,3,88.52727272727272,"Keaschall, Luke",R,32,0.05263157894736842,0.15789473684210525,0.59375,0.01965625,0.02952764777603249,0.095
680951,R,0,5,0,1,83.5,"Gelof, Zack",R,6,0.0,0.2,0.8333333333333334,0.003,0.02982450355367819,0.027
681006,R,2,6,2,2,103.225,"Vargas, Miguel",R,7,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.1694285714285714,0.035048949387106954,0.032
681035,R,1,63,4,10,90.43589743589743,"Buxton, Byron",R,114,0.06349206349206349,0.15873015873015872,0.5526315789473685,0.02175438596491228,0.028284195363045012,0.259
681084,R,0,4,0,2,89.30000000000001,"Hernández, Heriberto",R,5,0.0,0.5,0.8,0.0072,0.0300615932469047,0.022
681151,R,2,20,4,6,94.90666666666667,"Arozarena, Randy",R,26,0.2,0.3,0.7692307692307693,0.09261538461538461,0.03677420424869079,0.1
681168,R,3,24,3,7,94.24117647058823,"Joe, Connor",R,30,0.125,0.2916666666666667,0.8,0.061700000000000005,0.03423202528152189,0.118
681190,R,7,135,20,18,93.95,"Torkelson, Spencer",R,177,0.14814814814814814,0.13333333333333333,0.7627118644067796,0.06680225988700564,0.04609789918151183,0.429
681217,R,3,51,8,6,91.77333333333333,"Smith, Cam",R,85,0.1568627450980392,0.11764705882352941,0.6,0.055388235294117634,0.03604906128757777,0.221
681252,R,1,20,3,6,91.55384615384615,"Keaschall, Luke",R,25,0.15,0.3,0.8,0.07332,0.034844665787152326,0.1
681293,R,4,106,7,20,88.60740740740741,"Beck, Jordan",R,158,0.0660377358490566,0.18867924528301888,0.6708860759493671,0.02775316455696203,0.029525764337302238,0.371
681343,R,0,14,0,1,83.42,"Contreras, William",R,23,0.0,0.07142857142857142,0.6086956521739131,0.000782608695652174,0.02842004989262678,0.072
681347,R,7,129,7,20,89.96363636363637,"O'Hoppe, Logan",R,180,0.05426356589147287,0.15503875968992248,0.7166666666666667,0.024361111111111108,0.02797772327108025,0.417
681402,R,4,60,11,12,97.11621621621622,"Swanson, Dansby",R,79,0.18333333333333332,0.2,0.759493670886076,0.08279746835443037,0.04362658857790119,0.25
681432,R,0,2,0,0,,"Marchán, Rafael",R,3,0.0,0.0,0.6666666666666666,0.0,0.030233698667200357,0.011
681517,R,5,161,15,21,93.12469135802469,"Bichette, Bo",R,224,0.09316770186335403,0.13043478260869565,0.71875,0.04019196428571428,0.035112725534986705,0.472
681520,R,0,0,0,0,,"Domínguez, Jasson",R,1,0.0,0.0,0.0,0.0,0.030569628652391472,0.0
681676,R,0,12,1,1,93.775,"Fry, David",R,22,0.08333333333333333,0.08333333333333333,0.5454545454545454,0.02695454545454545,0.030343685952526095,0.062
681751,R,1,15,1,2,94.55714285714285,"Sosa, Lenyn",R,20,0.06666666666666667,0.13333333333333333,0.75,0.030549999999999997,0.03056811875605367,0.077
681799,R,2,46,2,8,94.27272727272727,"Hedges, Austin",R,63,0.043478260869565216,0.17391304347826086,0.7301587301587301,0.020539682539682535,0.028528135195822396,0.204
681806,R,1,10,1,4,94.98333333333333,"Adell, Jo",R,14,0.1,0.4,0.7142857142857143,0.04621428571428571,0.031393031655649065,0.053
681810,R,1,44,5,5,93.07037037037037,"Smith, Will",R,82,0.11363636363636363,0.11363636363636363,0.5365853658536586,0.03615853658536585,0.03166744985351144,0.196
681867,R,0,42,1,5,85.0076923076923,"Fry, David",R,54,0.023809523809523808,0.11904761904761904,0.7777777777777778,0.012314814814814813,0.02711601522366075,0.189
681870,R,2,33,5,6,95.04799999999999,"Rodríguez, Julio",R,87,0.15151515151515152,0.18181818181818182,0.3793103448275862,0.034287356321839074,0.03114561462934814,0.155
681892,R,2,49,4,5,90.92,"Rutschman, Adley",R,71,0.08163265306122448,0.10204081632653061,0.6901408450704225,0.03366197183098591,0.031231309070518666,0.214
681895,R,1,49,1,8,95.54736842105264,"Wiemer, Joey",R,78,0.02040816326530612,0.16326530612244897,0.6282051282051282,0.009217948717948716,0.02600092857908276,0.214
681911,R,1,45,2,12,89.87037037037037,"Perdomo, Geraldo",R,91,0.044444444444444446,0.26666666666666666,0.4945054945054945,0.01501098901098901,0.027457900724110983,0.2
681916,R,2,27,2,5,93.78461538461539,"Davis, Henry",R,46,0.07407407407407407,0.18518518518518517,0.5869565217391305,0.026956521739130435,0.030098353837618292,0.13
681982,R,1,79,4,12,91.19999999999999,"Pereira, Everson",R,112,0.05063291139240506,0.1518987341772152,0.7053571428571429,0.022464285714285714,0.028097342582467322,0.305
682052,R,10,162,9,31,90.5608695652174,"Albies, Ozzie",R,237,0.05555555555555555,0.19135802469135801,0.6835443037974683,0.024189873417721518,0.027547639330705705,0.474
