batter,p_throws,hr,bbe,barrels,pull_air,air_ev,name,bats,pa,barrel_rate,pull_air_rate,bbe_per_pa,xhr_pa_raw,talent_hr_pa,regression_w
621493,R,3,251,10,29,92.32769230769232,"Ward, Taylor",R,413,0.0398406374501992,0.11553784860557768,0.6077481840193705,0.015186440677966099,0.01825854901087286,0.807
621550,R,1,16,5,4,97.17272727272729,"Wisdom, Patrick",R,26,0.3125,0.25,0.6153846153846154,0.11334615384615386,0.04842303412829513,0.211
621566,R,23,237,39,41,98.24074074074075,"Olson, Matt",L,376,0.16455696202531644,0.1729957805907173,0.6303191489361702,0.061603723404255316,0.05544341609097804,0.798
622268,R,5,137,8,27,92.14133333333334,"Walton, Donovan",L,203,0.058394160583941604,0.19708029197080293,0.6748768472906403,0.02505418719211822,0.026898658769198808,0.695
622761,R,3,74,8,7,93.10285714285715,"Mateo, Jorge",R,113,0.10810810810810811,0.0945945945945946,0.6548672566371682,0.04182300884955752,0.03702622975432258,0.552
623168,R,1,103,1,22,83.2046511627907,"Heineman, Tyler",L,134,0.009708737864077669,0.21359223300970873,0.7686567164179104,0.007246268656716417,0.016030538673949445,0.632
623205,R,0,10,0,2,92.525,"Velazquez, Andrew",L,11,0.0,0.2,0.9090909090909091,0.0032727272727272726,0.02713342007056059,0.143
624413,R,25,270,36,28,96.59927536231885,"Alonso, Pete",R,440,0.13333333333333333,0.1037037037037037,0.6136363636363636,0.04819090909090909,0.045085326020477046,0.818
624424,R,12,151,16,42,93.10978260869565,"Conforto, Michael",L,260,0.10596026490066225,0.2781456953642384,0.5807692307692308,0.03829230769230769,0.03625000281398308,0.716
624428,R,1,73,2,13,87.025,"Frazier, Adam",L,116,0.0273972602739726,0.1780821917808219,0.6293103448275862,0.011931034482758618,0.02058329059739359,0.549
624431,R,5,83,3,9,91.66363636363637,"Trevino, Jose",R,107,0.03614457831325301,0.10843373493975904,0.7757009345794392,0.017635514018691588,0.02328922934100259,0.58
624512,R,0,20,0,3,75.67777777777778,"McGuire, Reese",L,31,0.0,0.15,0.6451612903225806,0.0017419354838709676,0.02376813552361735,0.25
624585,R,10,147,18,26,93.92162162162163,"Soler, Jorge",R,267,0.12244897959183673,0.17687074829931973,0.550561797752809,0.040516853932584265,0.03779028821401863,0.71
624641,R,2,77,6,7,94.05,"Sosa, Edmundo",R,103,0.07792207792207792,0.09090909090909091,0.7475728155339806,0.034718446601941746,0.03313819358074075,0.562
628451,R,0,1,0,0,,"Ibáñez, Andy",R,2,0.0,0.0,0.5,0.0,0.030600198888720793,0.016
630105,R,4,178,7,12,90.34096385542169,"Cronenworth, Jake",L,279,0.03932584269662921,0.06741573033707865,0.6379928315412187,0.015200716845878136,0.019211511473858307,0.748
640459,R,0,12,0,1,93.2,"Navarreto, Brian",R,19,0.0,0.08333333333333333,0.631578947368421,0.0009473684210526314,0.026083063239786115,0.167
640492,R,0,4,0,0,90.2,"Azócar, José",R,6,0.0,0.0,0.6666666666666666,0.0,0.029165814565812007,0.062
640902,R,1,47,1,8,92.83200000000001,"Pereda, Jhonny",R,63,0.02127659574468085,0.1702127659574468,0.746031746031746,0.011412698412698413,0.022458027641203686,0.439
641343,R,18,208,30,29,97.39237288135593,"Bauers, Jake",L,378,0.14423076923076922,0.13942307692307693,0.5502645502645502,0.047015873015873004,0.043454901938483406,0.776
641355,R,9,227,18,37,93.12047244094488,"Bellinger, Cody",L,325,0.07929515418502203,0.16299559471365638,0.6984615384615385,0.03389538461538461,0.03331311651534591,0.791
641487,R,9,189,12,24,93.19204545454545,"Crawford, J.P.",L,293,0.06349206349206349,0.12698412698412698,0.6450511945392492,0.025023890784982936,0.026490471849693747,0.759
641555,R,0,49,1,7,91.06842105263158,"Escarra, J.C.",L,71,0.02040816326530612,0.14285714285714285,0.6901408450704225,0.009873239436619717,0.021563310684461785,0.45
641584,R,2,51,5,10,91.45925925925927,"Fraley, Jake",L,80,0.09803921568627451,0.19607843137254902,0.6375,0.03818749999999999,0.03436193362353125,0.459
641598,R,3,40,4,10,92.14482758620689,"Garver, Mitch",R,85,0.1,0.25,0.47058823529411764,0.02917647058823529,0.030336709557413803,0.4
