batter,p_throws,hr,bbe,barrels,pull_air,air_ev,name,bats,pa,barrel_rate,pull_air_rate,bbe_per_pa,xhr_pa_raw,talent_hr_pa,regression_w
672279,R,0,1,0,0,,"Siani, Michael",L,1,0.0,0.0,1.0,0.0,0.030600198888720793,0.016
672284,R,1,36,8,2,94.845,"Kelenic, Jarred",L,73,0.2222222222222222,0.05555555555555555,0.4931506849315068,0.06350684931506849,0.04325894487035869,0.375
672356,R,5,55,7,3,96.985,"Arias, Gabriel",R,97,0.12727272727272726,0.05454545454545454,0.5670103092783505,0.04205154639175257,0.03634301898920313,0.478
672386,R,7,144,6,14,92.1241935483871,"Kirk, Alejandro",R,179,0.041666666666666664,0.09722222222222222,0.8044692737430168,0.020681564245810056,0.023748810703963806,0.706
672515,R,8,249,21,26,92.18346456692913,"Moreno, Gabriel",R,347,0.08433734939759036,0.10441767068273092,0.7175792507204611,0.036146974063400575,0.035168960110028194,0.806
672569,R,0,4,0,1,94.63333333333333,"Campero, Gustavo",L,7,0.0,0.25,0.5714285714285714,0.0025714285714285713,0.02932652885152629,0.062
672580,R,1,187,6,24,91.09,"Garcia, Maikel",R,241,0.03208556149732621,0.12834224598930483,0.7759336099585062,0.016107883817427386,0.019752171684497527,0.757
672613,R,0,12,0,3,88.92857142857143,"Alfonzo, Eliezer",L,14,0.0,0.25,0.8571428571428571,0.0038571428571428567,0.02656802564580115,0.167
672640,R,7,371,21,39,92.96172839506173,"Lopez, Otto",R,467,0.05660377358490566,0.10512129380053908,0.7944325481798715,0.027359743040685225,0.027881848724608322,0.861
672642,R,0,2,0,0,91.44999999999999,"Berroa, Steward",L,2,0.0,0.0,1.0,0.0,0.030106647293741427,0.032
672695,R,8,303,10,61,90.09034090909091,"Perdomo, Geraldo",L,422,0.033003300330033,0.20132013201320131,0.7180094786729858,0.016227488151658767,0.018687440887505718,0.835
672724,R,2,136,4,16,91.23888888888888,"Peraza, Oswald",R,225,0.029411764705882353,0.11764705882352941,0.6044444444444445,0.011502222222222221,0.01750466507364383,0.694
672761,R,3,88,4,16,91.48157894736842,"Pérez, Wenceel",L,121,0.045454545454545456,0.18181818181818182,0.7272727272727273,0.021388429752066115,0.025329688854012072,0.595
672820,R,0,60,3,8,90.23461538461538,"Sosa, Lenyn",R,72,0.05,0.13333333333333333,0.8333333333333334,0.025958333333333333,0.02853426776843307,0.5
672960,R,21,254,30,56,94.70746268656715,"Okamoto, Kazuma",R,423,0.11811023622047244,0.2204724409448819,0.6004728132387707,0.043163120567375875,0.04086001514753325,0.809
673237,R,10,180,11,17,92.99285714285715,"Diaz, Yainer",R,219,0.06111111111111111,0.09444444444444444,0.821917808219178,0.030278538812785385,0.03048645466047224,0.75
673357,R,6,105,7,18,93.6,"Robert Jr., Luis",R,162,0.06666666666666667,0.17142857142857143,0.6481481481481481,0.026845679012345677,0.028396414718231906,0.636
673490,R,0,39,1,7,88.89999999999999,"Kim, Ha-Seong",R,62,0.02564102564102564,0.1794871794871795,0.6290322580645161,0.011306451612903223,0.023308724698133276,0.394
673548,R,16,257,29,46,92.71258741258741,"Suzuki, Seiya",R,419,0.11284046692607004,0.17898832684824903,0.6133651551312649,0.04177326968973746,0.03975502347783753,0.811
673962,R,7,219,14,36,93.94188034188035,"Jung, Josh",R,303,0.0639269406392694,0.1643835616438356,0.7227722772277227,0.028706270627062696,0.029223245159636913,0.785
673995,R,0,1,0,0,,"Wendzel, Davis",R,1,0.0,0.0,1.0,0.0,0.030600198888720793,0.016
675448,R,0,0,0,0,,"Hunt, Blake",R,1,0.0,0.0,0.0,0.0,0.03111020220353281,0.0
675659,R,0,10,0,0,92.44999999999999,"Jones, Greg",L,17,0.0,0.0,0.5882352941176471,0.0,0.026665887603028123,0.143
675961,R,2,73,0,9,89.97407407407408,"Williams, Alika",R,102,0.0,0.1232876712328767,0.7156862745098039,0.0015882352941176468,0.014906415854756064,0.549
676356,R,7,141,6,26,90.55409836065574,"DeLuca, Jonny",R,187,0.0425531914893617,0.18439716312056736,0.7540106951871658,0.020951871657754008,0.023984209134105886,0.701
676369,R,0,15,2,4,98.33000000000001,"Velázquez, Nelson",R,28,0.13333333333333333,0.26666666666666666,0.5357142857142857,0.043642857142857136,0.03361673319139768,0.2
676391,R,5,335,6,67,87.52470588235295,"Clement, Ernie",R,386,0.01791044776119403,0.2,0.8678756476683938,0.012062176165803108,0.014955547209508886,0.848
676439,R,3,117,9,19,93.33,"Feduccia, Hunter",L,189,0.07692307692307693,0.1623931623931624,0.6190476190476191,0.029190476190476194,0.02984123077117335,0.661
676475,R,19,307,40,47,96.31455696202532,"Burleson, Alec",L,429,0.13029315960912052,0.15309446254071662,0.7156177156177156,0.055585081585081575,0.05158373890689922,0.837
676551,R,0,12,1,3,94.14999999999999,"Hicklen, Brewer",R,26,0.08333333333333333,0.25,0.46153846153846156,0.02419230769230769,0.02995721978499529,0.167
676566,R,1,3,1,0,96.6,"Ross, Shawn",R,5,0.3333333333333333,0.0,0.6,0.11499999999999999,0.035104954479555056,0.048
676572,R,0,7,0,1,83.4,"Wagaman, Eric",R,9,0.0,0.14285714285714285,0.7777777777777778,0.002,0.028068837794208486,0.104
676609,R,9,201,9,29,90.8283950617284,"Caballero, José",R,280,0.04477611940298507,0.14427860696517414,0.7178571428571429,0.020346428571428567,0.02282085929145253,0.77
676694,R,2,70,3,6,87.75454545454545,"Meyers, Jake",R,98,0.04285714285714286,0.08571428571428572,0.7142857142857143,0.01870408163265306,0.02442998343459756,0.538
676724,R,8,189,16,27,93.14090909090909,"Young, Jared",L,259,0.08465608465608465,0.14285714285714285,0.7297297297297297,0.037397683397683394,0.03588262768824952,0.759
676914,R,2,38,4,5,94.37727272727274,"Schneider, Davis",R,64,0.10526315789473684,0.13157894736842105,0.59375,0.037343749999999995,0.03352729216542825,0.388
677008,R,0,6,0,1,82.475,"Kjerstad, Heston",L,7,0.0,0.16666666666666666,0.8571428571428571,0.002571428571428571,0.02851576823697788,0.091
677060,R,0,8,0,2,89.97142857142856,"Stevens, Chad",R,16,0.0,0.25,0.5,0.00225,0.02771488429723483,0.118
677347,R,0,0,0,0,,"Paris, Kyren",R,4,0.0,0.0,0.0,0.0,0.03111020220353281,0.0
677587,R,9,284,6,59,89.5517006802721,"Rocchio, Brayan",L,369,0.02112676056338028,0.20774647887323944,0.7696476964769647,0.012227642276422762,0.015521112031151259,0.826
677588,R,7,154,13,14,95.78714285714287,"Tena, José",L,257,0.08441558441558442,0.09090909090909091,0.5992217898832685,0.030066147859922177,0.030358873376822353,0.72
677592,R,3,42,6,2,96.45625,"Pereira, Everson",R,67,0.14285714285714285,0.047619047619047616,0.6268656716417911,0.052029850746268654,0.039724175132894626,0.412
677594,R,13,290,24,44,93.94347826086957,"Rodríguez, Julio",R,411,0.08275862068965517,0.15172413793103448,0.7055961070559611,0.035503649635036494,0.03475048721820729,0.829
677595,R,1,26,2,4,93.56666666666666,"Mauricio, Ronny",L,39,0.07692307692307693,0.15384615384615385,0.6666666666666666,0.03133333333333333,0.031177660452077153,0.302
677649,R,13,268,19,33,91.90639999999999,"Duran, Ezequiel",R,389,0.0708955223880597,0.12313432835820895,0.6889460154241646,0.029611825192802057,0.029885918548423537,0.817
677800,R,18,294,39,39,94.13736263736264,"Abreu, Wilyer",L,438,0.1326530612244898,0.1326530612244898,0.6712328767123288,0.052801369863013696,0.04912490076818642,0.831
677870,R,0,64,2,7,89.75357142857142,"Jiménez, Leo",R,101,0.03125,0.109375,0.6336633663366337,0.012633663366336631,0.021573924094012202,0.516
677942,R,3,128,11,14,93.8109375,"Alexander, Blaze",R,186,0.0859375,0.109375,0.6881720430107527,0.03536021505376344,0.0340038279739026,0.681
677943,R,0,3,0,1,90.5,"Banfield, Will",R,5,0.0,0.3333333333333333,0.6,0.0035999999999999995,0.02980019257479315,0.048
677950,R,2,72,5,12,94.2054054054054,"Thomas, Alek",L,102,0.06944444444444445,0.16666666666666666,0.7058823529411765,0.03030392156862745,0.030670412766311706,0.545
677951,R,14,294,33,40,94.61024096385542,"Witt Jr., Bobby",R,415,0.11224489795918367,0.1360544217687075,0.708433734939759,0.0474578313253012,0.0446870467283913,0.831
677956,R,0,15,0,2,89.14444444444445,"Hinds, Rece",R,29,0.0,0.13333333333333333,0.5172413793103449,0.0012413793103448277,0.025136437624895213,0.2
678009,R,0,25,1,1,89.3153846153846,"Meadows, Parker",L,38,0.04,0.04,0.6578947368421053,0.015605263157894737,0.026549926013639258,0.294
678011,R,2,92,4,10,92.15111111111112,"Seigler, Anthony",L,129,0.043478260869565216,0.10869565217391304,0.7131782945736435,0.019224806201550385,0.023916409886543446,0.605
678218,R,6,116,8,26,90.56984126984126,"Valenzuela, Brandon",L,183,0.06896551724137931,0.22413793103448276,0.6338797814207651,0.027693989071038247,0.028858607184388665,0.659
678225,R,0,0,0,0,,"Bae, Jihwan",L,2,0.0,0.0,0.0,0.0,0.03111020220353281,0.0
678246,R,18,302,38,65,93.46685393258426,"Vargas, Miguel",R,450,0.12582781456953643,0.2152317880794702,0.6711111111111111,0.051155555555555544,0.047833121298314206,0.834
678391,R,3,207,8,30,88.1388349514563,"Vivas, Jorbit",L,286,0.03864734299516908,0.14492753623188406,0.7237762237762237,0.01797202797202797,0.02092442667573692,0.775
678489,R,1,64,3,12,92.940625,"Barrosa, Jorge",L,104,0.046875,0.1875,0.6153846153846154,0.01866346153846154,0.024686077989302474,0.516
678545,R,4,55,6,9,91.64444444444445,"Basabe, Osleivis",R,73,0.10909090909090909,0.16363636363636364,0.7534246575342466,0.04947945205479451,0.03989549561065797,0.478
678554,R,10,124,12,17,92.81692307692309,"Mead, Curtis",R,189,0.0967741935483871,0.13709677419354838,0.656084656084656,0.03812698412698413,0.03583890306498913,0.674
678577,R,2,4,2,0,106.4,"Perez, Junior",R,9,0.5,0.0,0.4444444444444444,0.12777777777777777,0.03715192567692312,0.062
678662,R,8,228,13,35,91.77413793103447,"Tovar, Ezequiel",R,320,0.05701754385964912,0.15350877192982457,0.7125,0.025328125,0.02653272441740267,0.792
678760,R,0,2,0,1,79.1,"Leonard, Eddys",R,3,0.0,0.5,0.6666666666666666,0.005999999999999999,0.0303001956808382,0.032
678882,R,11,318,16,35,89.71987577639752,"Rafaela, Ceddanne",R,420,0.050314465408805034,0.11006289308176101,0.7571428571428571,0.023404761904761904,0.02462784766647157,0.841
679529,R,19,213,30,44,95.18253968253968,"Torkelson, Spencer",R,386,0.14084507042253522,0.20657276995305165,0.5518134715025906,0.04674093264248705,0.043305607271288314,0.78
679822,R,3,56,5,10,90.79310344827586,"Foscue, Justin",R,82,0.08928571428571429,0.17857142857142858,0.6829268292682927,0.03725609756097561,0.03407718616919485,0.483
679845,R,6,171,8,33,89.36263736263736,"Loftin, Nick",R,239,0.04678362573099415,0.19298245614035087,0.7154811715481172,0.021732217573221756,0.024168057736938912,0.74
680474,R,1,22,2,5,92.88000000000001,"Schuemann, Max",R,44,0.09090909090909091,0.22727272727272727,0.5,0.02818181818181818,0.030324538197706932,0.268
680574,R,9,202,19,30,91.92232142857142,"McLain, Matt",R,340,0.09405940594059406,0.1485148514851485,0.5941176470588235,0.03372058823529411,0.03312278990740985,0.771
680664,R,2,39,7,4,97.63125,"Valencia, Eduardo",R,50,0.1794871794871795,0.10256410256410256,0.78,0.08194,0.05113406194153503,0.394
680700,R,9,212,11,34,90.09,"Palacios, Richie",L,307,0.05188679245283019,0.16037735849056603,0.6905537459283387,0.022596091205211725,0.02447420392542961,0.779
680716,R,0,1,0,1,97.0,"Ornelas, Jonathan",R,5,0.0,1.0,0.2,0.0036,0.030659215282163418,0.016
680718,R,0,14,0,3,90.24444444444445,"Barger, Addison",L,24,0.0,0.21428571428571427,0.5833333333333334,0.00225,0.025650163948810385,0.189
680728,R,5,109,7,17,93.99666666666667,"Del Castillo, Adrian",L,167,0.06422018348623854,0.1559633027522936,0.6526946107784432,0.02593413173652695,0.027771789890493524,0.645
680737,R,0,14,0,2,70.775,"Helman, Michael",R,19,0.0,0.14285714285714285,0.7368421052631579,0.0018947368421052629,0.025582952000019487,0.189
680757,R,2,313,2,42,86.6766081871345,"Kwan, Steven",L,402,0.006389776357827476,0.134185303514377,0.7786069651741293,0.004741293532338308,0.008982941039769059,0.839
680776,R,18,281,28,34,93.67177419354839,"Duran, Jarren",L,441,0.099644128113879,0.12099644128113879,0.63718820861678,0.03789569160997732,0.036701763855177705,0.824
680777,R,11,146,19,18,93.74102564102564,"Jeffers, Ryan",R,208,0.13013698630136986,0.1232876712328767,0.7019230769230769,0.054081730769230764,0.04739099429378476,0.709
680779,R,7,125,12,25,95.35357142857143,"Davis, Henry",R,192,0.096,0.2,0.6510416666666666,0.038281249999999996,0.03595550476871334,0.676
680869,R,12,175,15,28,94.26744186046511,"Gelof, Zack",R,272,0.08571428571428572,0.16,0.6433823529411765,0.0335625,0.032936381413667955,0.745
680977,R,3,75,3,12,87.89736842105263,"Donovan, Brendan",L,107,0.04,0.16,0.7009345794392523,0.01814018691588785,0.023904638154841167,0.556
681047,R,0,10,1,1,93.44999999999999,"Franklin, Christian",R,19,0.1,0.1,0.5263157894736842,0.03121052631578947,0.031124534219569476,0.143
681082,R,8,305,20,45,93.23105590062113,"Stott, Bryson",L,422,0.06557377049180328,0.14754098360655737,0.7227488151658767,0.02917061611374407,0.029489452183298383,0.836
681146,R,0,2,0,0,97.3,"Bride, Jonah",R,3,0.0,0.0,0.6666666666666666,0.0,0.030106647293741427,0.032
681190,R,0,1,0,0,,"Vásquez, Randy",R,1,0.0,0.0,1.0,0.0,0.030600198888720793,0.016
681198,R,11,289,17,56,89.83136094674556,"Rumfield, TJ",L,398,0.058823529411764705,0.19377162629757785,0.7261306532663316,0.0270929648241206,0.027783607353532438,0.828
681230,R,0,1,0,1,97.9,"Murray Jr., BJ",L,3,0.0,1.0,0.3333333333333333,0.005999999999999999,0.0306985595444585,0.016
681297,R,12,177,20,26,93.87894736842105,"Cowser, Colton",L,297,0.11299435028248588,0.14689265536723164,0.5959595959595959,0.04029629629629629,0.03797070285509034,0.747
681351,R,4,123,12,20,92.66610169491526,"O'Hoppe, Logan",R,187,0.0975609756097561,0.16260162601626016,0.6577540106951871,0.0388235294117647,0.0362945696713608,0.672
681393,R,6,128,8,23,91.47183098591549,"Norby, Connor",R,220,0.0625,0.1796875,0.5818181818181818,0.022790909090909087,0.025446002637491125,0.681
681481,R,13,142,14,27,93.35581395348838,"Carpenter, Kerry",L,232,0.09859154929577464,0.19014084507042253,0.6120689655172413,0.036793103448275855,0.0351051129795403,0.703
681508,R,8,120,13,18,93.06984126984126,"Gasper, Mickey",L,170,0.10833333333333334,0.15,0.7058823529411765,0.04587647058823529,0.04095438112666779,0.667
681546,R,3,70,3,15,92.35833333333333,"Outman, James",L,146,0.04285714285714286,0.21428571428571427,0.4794520547945205,0.013664383561643834,0.021716299857900287,0.538
681624,R,13,276,18,45,92.37697841726619,"Pages, Andy",R,390,0.06521739130434782,0.16304347826086957,0.7076923076923077,0.028615384615384615,0.029060887756125364,0.821
681715,R,14,168,21,32,96.55454545454545,"Hernández, Heriberto",R,285,0.125,0.19047619047619047,0.5894736842105263,0.04438947368421052,0.040894928557716384,0.737
681807,R,2,42,4,7,89.57058823529412,"Fry, David",R,60,0.09523809523809523,0.16666666666666666,0.7,0.04043333333333333,0.03494913855109773,0.412
681909,R,0,4,0,1,94.25,"Dean, Justin",R,9,0.0,0.25,0.4444444444444444,0.0019999999999999996,0.029290814565812007,0.062
681987,R,1,14,1,4,97.86666666666667,"Eaton, Nate",R,20,0.07142857142857142,0.2857142857142857,0.7,0.03235,0.03134475854340498,0.189
682177,R,4,135,10,23,90.724,"Schneemann, Daniel",L,217,0.07407407407407407,0.17037037037037037,0.6221198156682027,0.028405529953917045,0.029237736799952663,0.692
682515,R,0,0,0,0,,"Porter, Logan",R,1,0.0,0.0,0.0,0.0,0.03111020220353281,0.0
682622,R,3,104,3,7,90.07741935483871,"Marte, Noelvi",R,148,0.028846153846153848,0.0673076923076923,0.7027027027027027,0.012506756756756757,0.019312895334845558,0.634
682626,R,12,164,26,22,97.15733333333334,"Alvarez, Francisco",R,272,0.15853658536585366,0.13414634146341464,0.6029411764705882,0.05641911764705882,0.049639943867542925,0.732
682634,R,0,5,0,2,92.075,"Alcántara, Kevin",R,10,0.0,0.4,0.5,0.0036,0.028994032803261058,0.077
682641,R,0,6,0,1,100.1,"Matos, Luis",R,8,0.0,0.16666666666666666,0.75,0.00225,0.028486547457757097,0.091
682657,R,10,165,12,28,91.13086419753087,"Martínez, Angel",L,241,0.07272727272727272,0.1696969696969697,0.6846473029045643,0.03072199170124481,0.03082551450185494,0.733
682663,R,2,89,2,8,89.03666666666666,"Ramírez, Agustín",R,131,0.02247191011235955,0.0898876404494382,0.6793893129770993,0.009877862595419847,0.018427798008082783,0.597
682668,R,1,79,4,2,91.3076923076923,"Acuña, Luisangel",R,112,0.05063291139240506,0.02531645569620253,0.7053571428571429,0.02085714285714286,0.02528292386997305,0.568
682674,R,3,30,4,3,95.28823529411765,"Bericoto, Victor",R,39,0.13333333333333333,0.1,0.7692307692307693,0.06035897435897435,0.04085979292201332,0.333
682729,R,2,9,0,4,92.75,"Clase, Jonatan",L,17,0.0,0.4444444444444444,0.5294117647058824,0.0042352941176470585,0.027604779409721624,0.13
682818,R,4,106,6,15,93.39259259259259,"Piñango, Yohendrick",L,148,0.05660377358490566,0.14150943396226415,0.7162162162162162,0.025135135135135135,0.02729479793094152,0.639
682829,R,16,244,35,19,96.965625,"De La Cruz, Elly",L,405,0.14344262295081966,0.0778688524590164,0.6024691358024692,0.0505358024691358,0.04670180241671416,0.803
682848,R,6,81,9,17,94.814,"Rodríguez, Endy",L,131,0.1111111111111111,0.20987654320987653,0.6183206106870229,0.041839694656488555,0.037273953187145686,0.574
682877,R,1,32,0,4,88.2090909090909,"Brito, Juan",L,49,0.0,0.125,0.6530612244897959,0.0014693877551020405,0.0208003536997308,0.348
682927,R,0,19,0,1,92.525,"Simon, Ronny",L,23,0.0,0.05263157894736842,0.8260869565217391,0.0007826086956521738,0.023816224018093163,0.241
682928,R,23,270,29,53,94.73055555555555,"Abrams, CJ",L,414,0.10740740740740741,0.1962962962962963,0.6521739130434783,0.042582125603864734,0.04049632134925893,0.818
682985,R,14,221,38,29,95.87956204379562,"Greene, Riley",L,361,0.17194570135746606,0.13122171945701358,0.6121883656509696,0.061972299168975065,0.05538252757493045,0.786
682987,R,7,98,16,17,98.92539682539683,"Jones, Spencer",L,190,0.16326530612244897,0.17346938775510204,0.5157894736842106,0.05003157894736842,0.04284624600667135,0.62
682988,R,1,21,4,1,96.2375,"Locklear, Tyler",R,29,0.19047619047619047,0.047619047619047616,0.7241379310344828,0.07993103448275861,0.04376745501666542,0.259
682989,R,0,1,0,0,,"Mederos, Victor",R,1,0.0,0.0,1.0,0.0,0.030600198888720793,0.016
682997,R,3,53,4,16,89.18857142857142,"Callihan, Tyler",L,100,0.07547169811320754,0.3018867924528302,0.53,0.02588,0.028657098515150164,0.469
682998,R,14,268,38,47,96.30704225352113,"Carroll, Corbin",L,413,0.1417910447761194,0.17537313432835822,0.648910411622276,0.05495399515738498,0.050592325714607145,0.817
683002,R,14,291,24,54,94.89319727891156,"Henderson, Gunnar",L,438,0.08247422680412371,0.18556701030927836,0.6643835616438356,0.03372602739726027,0.033278877791494896,0.829
683011,R,1,67,2,13,92.78387096774195,"Volpe, Anthony",R,111,0.029850746268656716,0.19402985074626866,0.6036036036036037,0.012468468468468467,0.021275586768498864,0.528
683021,R,0,3,0,0,96.9,"Stefanic, Michael",R,4,0.0,0.0,0.75,0.0,0.029628764003364578,0.048
683079,R,0,2,0,0,78.1,"Martinez, Omar",L,3,0.0,0.0,0.6666666666666666,0.0,0.030106647293741427,0.032
683083,R,0,226,2,26,87.3029702970297,"Nuñez, Nasim",L,328,0.008849557522123894,0.11504424778761062,0.6890243902439024,0.004932926829268292,0.010424662921771338,0.79
683090,R,0,5,0,0,89.7,"Lugo, Matthew",R,7,0.0,0.0,0.7142857142857143,0.0,0.02871710972633798,0.077
683146,R,10,228,25,29,96.01953125,"Baty, Brett",L,350,0.10964912280701754,0.12719298245614036,0.6514285714285715,0.04256285714285713,0.04017688736383123,0.792
683227,R,0,35,0,6,87.51818181818182,"Freeman, Cody",R,46,0.0,0.17142857142857143,0.7608695652173914,0.0023478260869565218,0.020513537318478388,0.368
683357,R,14,156,24,25,95.87252747252747,"Caissie, Owen",L,290,0.15384615384615385,0.16025641025641027,0.5379310344827586,0.04913793103448276,0.044130228581441104,0.722
683679,R,2,31,1,2,86.41428571428571,"Rodriguez, Jesus",R,41,0.03225806451612903,0.06451612903225806,0.7560975609756098,0.014902439024390243,0.02558887628536336,0.341
683734,R,4,135,6,19,92.6125,"Vaughn, Andrew",R,194,0.044444444444444446,0.14074074074074075,0.6958762886597938,0.019546391752577316,0.023104487275948236,0.692
683737,R,12,282,23,49,92.20750000000001,"Busch, Michael",L,458,0.08156028368794327,0.17375886524822695,0.6157205240174672,0.03080131004366812,0.030855501650661924,0.825
683748,R,11,114,16,15,93.07058823529412,"Mesa Jr., Victor",L,165,0.14035087719298245,0.13157894736842105,0.6909090909090909,0.057393939393939386,0.04833058174207505,0.655
683766,R,0,82,3,12,87.56470588235294,"Koss, Christian",R,122,0.036585365853658534,0.14634146341463414,0.6721311475409836,0.01590983606557377,0.02233252598302125,0.577
683953,R,10,221,11,38,93.13361344537815,"Bazzana, Travis",L,322,0.049773755656108594,0.17194570135746606,0.6863354037267081,0.021767080745341612,0.023762053298692045,0.786
685133,R,3,165,6,24,90.18157894736842,"Meckler, Wade",L,235,0.03636363636363636,0.14545454545454545,0.7021276595744681,0.01651914893617021,0.020410096474133572,0.733
686217,R,3,206,6,29,88.57882352941176,"Frelick, Sal",L,263,0.02912621359223301,0.1407766990291262,0.7832699619771863,0.015102661596958174,0.018713385042050196,0.774
686452,R,2,87,3,15,85.88636363636364,"Millas, Drew",L,132,0.034482758620689655,0.1724137931034483,0.6590909090909091,0.01511363636363636,0.02164284691053287,0.592
686469,R,10,229,21,41,95.18992248062015,"Pasquantino, Vinnie",L,314,0.09170305676855896,0.17903930131004367,0.7292993630573248,0.04080573248407643,0.03879281962306391,0.792
686475,R,2,42,3,4,91.33,"Tolbert, Tyler",R,58,0.07142857142857142,0.09523809523809523,0.7241379310344828,0.03098275862068965,0.031057725434126802,0.412
686527,R,17,250,32,28,95.72734375,"Canzone, Dominic",L,354,0.128,0.112,0.7062146892655368,0.05340112994350283,0.04908675683254089,0.806
686554,R,0,5,0,0,,"Dunn, Oliver",L,8,0.0,0.0,0.625,0.0,0.02871710972633798,0.077
686555,R,4,211,10,35,90.89619047619048,"Collins, Isaac",L,338,0.04739336492890995,0.16587677725118483,0.6242603550295858,0.018875739644970413,0.021584476742807106,0.779
686611,R,5,174,13,24,93.23295454545455,"Crews, Dylan",R,266,0.07471264367816093,0.13793103448275862,0.6541353383458647,0.029725563909774436,0.03008059936971248,0.744
686668,R,1,62,2,11,92.29655172413793,"Doyle, Brenton",R,107,0.03225806451612903,0.1774193548387097,0.5794392523364486,0.012598130841121494,0.02170242823247132,0.508
686681,R,8,247,14,55,93.5855172413793,"Massey, Michael",L,308,0.05668016194331984,0.22267206477732793,0.801948051948052,0.02935064935064935,0.029694535901701492,0.805
686765,R,2,116,4,24,90.04666666666667,"Sogard, Nick",L,174,0.034482758620689655,0.20689655172413793,0.6666666666666666,0.01570114942528735,0.02095423559968921,0.659
686780,R,4,77,5,10,88.79393939393938,"Pagés, Pedro",R,110,0.06493506493506493,0.12987012987012986,0.7,0.027772727272727265,0.029234395125634804,0.562
686797,R,20,312,14,70,92.28333333333333,"Lee, Brooks",L,384,0.04487179487179487,0.22435897435897437,0.8125,0.024244791666666668,0.025352115946806367,0.839
686823,R,0,17,0,1,94.16,"Brennan, Will",L,21,0.0,0.058823529411764705,0.8095238095238095,0.0008571428571428571,0.024430955334849316,0.221
686894,R,0,18,0,0,92.47999999999999,"Wiemer, Joey",R,41,0.0,0.0,0.43902439024390244,0.0,0.023930924771948314,0.231
686948,R,16,230,35,31,95.96492537313432,"Baldwin, Drake",L,347,0.15217391304347827,0.13478260869565217,0.6628242074927954,0.05960518731988473,0.05370967315788089,0.793
687093,R,9,181,15,25,93.18222222222222,"Grissom, Vaughn",R,250,0.08287292817679558,0.13812154696132597,0.724,0.0363,0.03500793415855588,0.751
687221,R,11,109,15,19,94.24153846153845,"Rushing, Dalton",L,184,0.13761467889908258,0.1743119266055046,0.592391304347826,0.04873369565217391,0.0424768340727747,0.645
687231,R,0,68,1,6,86.72758620689655,"Hernaiz, Darell",R,99,0.014705882352941176,0.08823529411764706,0.6868686868686869,0.0068989898989898985,0.01824799566674439,0.531
687263,R,17,257,29,54,94.32380952380953,"Neto, Zach",R,455,0.11284046692607004,0.21011673151750973,0.5648351648351648,0.038784615384615376,0.037332045066429405,0.811
687282,R,2,49,5,6,94.76153846153846,"Rincones Jr., Gabriel",L,84,0.10204081632653061,0.12244897959183673,0.5833333333333334,0.03551190476190476,0.03308894922518625,0.45
687363,R,1,76,2,10,93.31176470588235,"Scott II, Victor",L,127,0.02631578947368421,0.13157894736842105,0.5984251968503937,0.01047244094488189,0.01957733561781612,0.559
687401,R,6,174,7,16,92.00533333333333,"Ortiz, Joey",R,234,0.040229885057471264,0.09195402298850575,0.7435897435897436,0.018431623931623932,0.02168254143724159,0.744
687462,R,9,241,16,36,91.56528925619834,"Horwitz, Spencer",L,335,0.06639004149377593,0.14937759336099585,0.7194029850746269,0.029397014925373128,0.02973851405058768,0.801
687515,R,0,10,0,0,88.775,"Thomas, Colby",R,17,0.0,0.0,0.5882352941176471,0.0,0.026665887603028123,0.143
687529,R,2,33,5,6,96.91428571428571,"McCray, Grant",L,58,0.15151515151515152,0.18181818181818182,0.5689655172413793,0.05143103448275862,0.03832082010906455,0.355
687551,R,8,224,13,34,91.63302752293578,"Gilbert, Drew",L,315,0.05803571428571429,0.15178571428571427,0.7111111111111111,0.025673015873015872,0.026821717210449028,0.789
687597,R,0,50,3,4,93.015,"Beck, Jordan",R,73,0.06,0.08,0.684931506849315,0.024616438356164377,0.028158491363819885,0.455
687605,R,0,7,1,0,90.89999999999999,"Pinckney, Andrew",R,13,0.14285714285714285,0.0,0.5384615384615384,0.04423076923076922,0.03248100771384109,0.104
687637,R,6,156,13,36,93.47444444444446,"Beavers, Dylan",L,248,0.08333333333333333,0.23076923076923078,0.6290322580645161,0.03275403225806452,0.032297412798472376,0.722
687749,R,0,25,2,3,88.94615384615385,"Bowen, Jase",R,46,0.08,0.12,0.5434782608695652,0.02617391304347826,0.029658352450575586,0.294
687859,R,2,221,4,48,91.85511811023622,"Johnston, Troy",L,317,0.01809954751131222,0.2171945701357466,0.6971608832807571,0.009981072555205047,0.014492630487232327,0.786
687952,R,2,68,6,14,95.06486486486487,"Encarnacion-Strand, Christian",R,96,0.08823529411764706,0.20588235294117646,0.7083333333333334,0.0385625,0.035069235407906005,0.531
687957,R,0,52,0,17,89.7875,"Harris, Dustin",L,69,0.0,0.3269230769230769,0.7536231884057971,0.004434782608695652,0.0187251859630727,0.464
688363,R,3,93,6,28,91.58571428571429,"Pauley, Graham",L,132,0.06451612903225806,0.3010752688172043,0.7045454545454546,0.029954545454545456,0.030407744179638534,0.608
689414,R,17,317,15,63,89.43910256410257,"Hicks, Liam",L,404,0.0473186119873817,0.19873817034700317,0.7846534653465347,0.024155940594059403,0.025262719630049866,0.841
690022,R,0,8,0,1,94.47142857142856,"Ritter, Ryan",R,11,0.0,0.125,0.7272727272727273,0.0016363636363636363,0.027642691783865844,0.118
